"Manager","Report Date","Value ($000)","Shares","Option Type"
"TRUE Private Wealth Advisors","12/31/2020","14","821",""
"Pacific Center for Financial Services","12/31/2020","15","817",""
"Altus Wealth Group LLC","12/31/2020","15","817",""
"HARBOR INVESTMENT ADVISORY, LLC","12/31/2020","14","784",""
"IFP Advisors, Inc","12/31/2020","13","750",""
"HALL LAURIE J TRUSTEE","12/31/2020","13","750",""
"Sugarloaf Wealth Management, LLC","12/31/2020","13","744",""
"Asset Dedication, LLC","12/31/2020","13","742",""
"Norway Savings Bank","12/31/2020","12","680",""
"ADIRONDACK TRUST CO","12/31/2020","12","645",""
"Atlas Private Wealth Management","12/31/2020","11","642",""
"Allworth Financial LP","12/31/2020","11","632",""
"MASSMUTUAL TRUST CO FSB/ADV","12/31/2020","11","609",""
"JFS WEALTH ADVISORS, LLC","12/31/2020","11","600",""
"Rockefeller Capital Management L.P.","12/31/2020","9","595",""
"Sowa Financial Group, Inc.","12/31/2020","11","594",""
"CNB Bank","12/31/2020","10","580",""
"Phoenix Wealth Advisors","12/31/2020","10","560",""
"Ellis Investment Partners, LLC","12/31/2020","10","558",""
"BlackRock Inc.","12/31/2020","9","532",""
"BDO Wealth Advisors, LLC","12/31/2020","9","530",""
"ShoreHaven Wealth Partners, LLC","12/31/2020","9","508",""
"TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH PZU SA","12/31/2020","8","500",""
"LORING WOLCOTT & COOLIDGE FIDUCIARY ADVISORS LLP/MA","12/31/2020","9","480",""
"Clearstead Advisors, LLC","12/31/2020","8","469",""
"VALLEY NATIONAL ADVISERS INC","12/31/2020","8","462",""
"Crewe Advisors LLC","12/31/2020","8","452",""
"Capital Advisory Group Advisory Services, LLC","12/31/2020","8","436",""
"Zions Bancorporation, N.A.","12/31/2020","7","409",""
"Financial Management Professionals, Inc.","12/31/2020","7","395",""
"Vectors Research Management, LLC","12/31/2020","7","392",""
"Focused Wealth Management, Inc","12/31/2020","7","391",""
"Ironwood Financial, llc","12/31/2020","7","384",""
"Versant Capital Management, Inc","12/31/2020","6","384",""
"Filbrandt Wealth Management, LLC","12/31/2020","7","368",""
"Savior LLC","12/31/2020","6","316",""
"OPTIMUM INVESTMENT ADVISORS","12/31/2020","6","312",""
"Signet Investment Advisory Group, Inc.","12/31/2020","5","300",""
"RMR Wealth Builders","12/31/2020","5","281",""
"American Research & Management Co.","12/31/2020","5","268",""
"ENTERPRISE FINANCIAL SERVICES CORP","12/31/2020","5","267",""
"TRUST CO OF VERMONT","12/31/2020","5","265",""
"BerganKDV Wealth Management, LLC","12/31/2020","4","247",""
"Rockbridge Investment Management, LCC","12/31/2020","4","246",""
"Twin Tree Management, LP","12/31/2020","4","241",""
"EARNEST PARTNERS LLC","12/31/2020","4","239",""
"Arrow Financial Corp","12/31/2020","4","236",""
"Hexagon Capital Partners LLC","12/31/2020","4","236",""
"Winslow, Evans & Crocker, Inc.","12/31/2020","4","234",""
"Patriot Financial Group Insurance Agency, LLC","12/31/2020","4","225",""
"Arkadios Wealth Advisors","12/31/2020","3","219",""
"HighMark Wealth Management LLC","12/31/2020","4","201",""
"Carroll Financial Associates, Inc.","12/31/2020","3","196",""
"ASSETMARK, INC","12/31/2020","3","176",""
"Leelyn Smith, LLC","12/31/2020","3","164",""
"Veriti Management LLC","12/31/2020","3","149",""
"Aspire Private Capital, LLC","12/31/2020","3","149",""
"COUNTRY TRUST BANK","12/31/2020","2","129",""
"Vigilant Capital Management, LLC","12/31/2020","2","120",""
"FIRST MANHATTAN CO","12/31/2020","1","101",""
"Prestige Wealth Management Group LLC","12/31/2020","2","100",""
"ASSOCIATED BANC-CORP","12/31/2020","2","99",""
"Valeo Financial Advisors, LLC","12/31/2020","2","86",""
"ARCADIA INVESTMENT MANAGEMENT CORP/MI","12/31/2020","2","85",""
"Gemmer Asset Management LLC","12/31/2020","1","75",""
"ADE, LLC","12/31/2020","1","60",""
"Berman Capital Advisors, LLC","12/31/2020","0","51",""
"AllSquare Wealth Management LLC","12/31/2020","1","40",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2020","0","0",""
