"Manager","Report Date","Value ($000)","Shares","Option Type"
"SevenBridge Financial Group, LLC","12/31/2018","21","1,445",""
"AllSquare Wealth Management LLC","12/31/2018","18","1,290",""
"Crewe Advisors LLC","12/31/2018","18","1,266",""
"Bedel Financial Consulting, Inc.","12/31/2018","17","1,228",""
"LIBERTY WEALTH MANAGEMENT LLC","12/31/2018","17","1,215",""
"Sawyer & Company, Inc","12/31/2018","17","1,206",""
"BRONFMAN E.L. ROTHSCHILD, L.P.","12/31/2018","17","1,183",""
"NEXT Financial Group, Inc","12/31/2018","16","1,145",""
"First PREMIER Bank","12/31/2018","16","1,080",""
"Alera Investment Advisors, LLC","12/31/2018","15","1,073",""
"Oakworth Capital, Inc.","12/31/2018","15","1,062",""
"Certified Advisory Corp","12/31/2018","15","1,055",""
"Baystate Wealth Management LLC","12/31/2018","16","1,024",""
"YorkBridge Wealth Partners, LLC","12/31/2018","14","1,020",""
"SONORA INVESTMENT MANAGEMENT, LLC","12/31/2018","14","1,000",""
"SeaCrest Wealth Management, LLC","12/31/2018","14","1,000",""
"Sontag Advisory, LLC","12/31/2018","14","996",""
"PRW Wealth Management LLC","12/31/2018","14","986",""
"Hudock Capital Group, LLC","12/31/2018","13","985",""
"MASSMUTUAL TRUST CO FSB/ADV","12/31/2018","13","981",""
"FLAGSHIP HARBOR ADVISORS, LLC","12/31/2018","13","967",""
"SMITHFIELD TRUST CO","12/31/2018","14","959",""
"CAPTRUST FINANCIAL ADVISORS","12/31/2018","14","954",""
"CENTRAL TRUST Co","12/31/2018","13","946",""
"JFS WEALTH ADVISORS, LLC","12/31/2018","13","898",""
"Dougherty Wealth Advisers LLC","12/31/2018","14","892",""
"ADIRONDACK TRUST CO","12/31/2018","12","880",""
"First Command Bank","12/31/2018","12","874",""
"First Command Financial Services, Inc.","12/31/2018","12","874",""
"PNC Financial Services Group, Inc.","12/31/2018","12","846",""
"Private Capital Group, LLC","12/31/2018","12","841",""
"MARINO, STRAM & ASSOCIATES LLC","12/31/2018","12","835",""
"Ferris Capital, LLC","12/31/2018","12","828",""
"Proficio Capital Partners LLC","12/31/2018","12","819",""
"Pacific Center for Financial Services","12/31/2018","12","817",""
"Mondrian Investment Partners LTD","12/31/2018","15","799",""
"Private Ocean, LLC","12/31/2018","11","788",""
"Asset Dedication, LLC","12/31/2018","11","784",""
"Prime Capital Investment Advisors, LLC","12/31/2018","11","782",""
"Wealthcare Advisory Partners LLC","12/31/2018","11","750",""
"FTB Advisors, Inc.","12/31/2018","10","732",""
"Advisory Services Network, LLC","12/31/2018","10","725",""
"Rehmann Capital Advisory Group","12/31/2018","10","720",""
"Gradient Investments LLC","12/31/2018","10","713",""
"TOMPKINS FINANCIAL CORP","12/31/2018","10","712",""
"Taylor Wealth Management Partners","12/31/2018","10","700",""
"Ledyard National Bank","12/31/2018","10","681",""
"FARMERS & MERCHANTS INVESTMENTS INC","12/31/2018","9","663",""
"PRUDENTIAL FINANCIAL INC","12/31/2018","9","630",""
"Aspire Private Capital, LLC","12/31/2018","9","626",""
"Mascoma Wealth Management LLC","12/31/2018","8","599",""
"NewDay Solutions, LLC","12/31/2018","8","598",""
"CNB BANK","12/31/2018","8","580",""
"FTB Advisors, Inc.","12/31/2018","7","541",""
"Capital Financial Planning, LLC","12/31/2018","8","538",""
"Pinnacle Bank","12/31/2018","7","510",""
"AdvisorNet Financial, Inc","12/31/2018","7","504",""
"Capital Analysts, LLC","12/31/2018","7","498",""
"LifePlan Financial Group, Inc","12/31/2018","7","494",""
"Valeo Financial Advisors, LLC","12/31/2018","6","454",""
"Berman Capital Advisors, LLC","12/31/2018","6","446",""
"Capital Advisory Group Advisory Services, LLC","12/31/2018","6","436",""
"Executive Wealth Management, LLC","12/31/2018","6","431",""
"Prestige Wealth Management Group LLC","12/31/2018","6","416",""
"Focused Wealth Management, Inc","12/31/2018","6","391",""
"DUBUQUE BANK & TRUST CO","12/31/2018","6","391",""
"Versant Capital Management, Inc","12/31/2018","5","384",""
"Ironwood Financial, llc","12/31/2018","5","384",""
"Avestar Capital, LLC","12/31/2018","4","371",""
"Salomon & Ludwin, LLC","12/31/2018","5","362",""
"Parallel Advisors, LLC","12/31/2018","5","361",""
"Taylor Hoffman Wealth Management","12/31/2018","5","333",""
"Gemmer Asset Management LLC","12/31/2018","5","320",""
"OPTIMUM INVESTMENT ADVISORS","12/31/2018","4","312",""
"Signet Investment Advisory Group, Inc.","12/31/2018","4","300",""
"Royal Fund Management, LLC","12/31/2018","4","298",""
"REILLY FINANCIAL ADVISORS, LLC","12/31/2018","4","276",""
"ENTERPRISE FINANCIAL SERVICES CORP","12/31/2018","4","267",""
"TRUST CO OF VERMONT","12/31/2018","4","265",""
"TOTH FINANCIAL ADVISORY CORP","12/31/2018","4","250",""
"CREATIVE FINANCIAL DESIGNS INC /ADV","12/31/2018","3","246",""
"Nalls Sherbakoff Group, LLC","12/31/2018","3","244",""
"ARROW FINANCIAL CORP","12/31/2018","3","236",""
"Guidant Wealth Advisors","12/31/2018","3","236",""
"Bruderman Asset Management, LLC","12/31/2018","3","236",""
"Live Your Vision, LLC","12/31/2018","4","236",""
"Cable Hill Partners, LLC","12/31/2018","3","236",""
"Jacobi Capital Management LLC","12/31/2018","3","236",""
"Kore Private Wealth LLC","12/31/2018","3","225",""
"Johnson Financial Group, Inc.","12/31/2018","3","224",""
"New Capital Management LP","12/31/2018","3","221",""
"Lenox Wealth Management, Inc.","12/31/2018","10","217",""
"Asset Planning Services, Ltd.","12/31/2018","3","201",""
"FNY Investment Advisers, LLC","12/31/2018","2","200","put"
"Resources Investment Advisors, Inc.","12/31/2018","3","200",""
"Carroll Financial Associates, Inc.","12/31/2018","2","196",""
"G&S Capital LLC","12/31/2018","2","172",""
"HOWE & RUSLING INC","12/31/2018","2","155",""
"COUNTRY TRUST BANK","12/31/2018","2","129",""
"Burt Wealth Advisors","12/31/2018","1","103",""
"ASSETMARK, INC","12/31/2018","1","98",""
"Moisand Fitzgerald Tamayo, LLC","12/31/2018","1","95",""
"Legacy Financial Advisors, Inc.","12/31/2018","1","82",""
"TRUEWEALTH LLC","12/31/2018","1","82",""
"Fusion Family Wealth LLC","12/31/2018","1","80",""
"Lindbrook Capital, LLC","12/31/2018","0","66",""
"Sound Income Strategies, LLC","12/31/2018","1","62",""
"FIRST MANHATTAN CO","12/31/2018","0","61",""
"Bogart Wealth, LLC","12/31/2018","0","54",""
"Ipswich Investment Management Co., Inc.","12/31/2018","1","54",""
"Sterling Investment Advisors, Ltd.","12/31/2018","0","50",""
"Citizens Financial Group Inc/RI","12/31/2018","1","49",""
"TRUSTMARK NATIONAL BANK TRUST DEPARTMENT","12/31/2018","1","37",""
"McIlrath & Eck, LLC","12/31/2018","0","24",""
