"Manager","Report Date","Value ($000)","Shares","Option Type"
"RITHOLTZ WEALTH MANAGEMENT","12/31/2020","409","4,987",""
"JUPITER ASSET MANAGEMENT LTD","12/31/2020","407","4,970",""
"PALLADIUM PARTNERS LLC","12/31/2020","405","4,935",""
"Cetera Advisor Networks LLC","12/31/2020","405","4,930",""
"QS Investors, LLC","12/31/2020","399","4,857",""
"First Personal Financial Services","12/31/2020","397","4,834",""
"HRT FINANCIAL LP","12/31/2020","385","4,703",""
"Vident Investment Advisory, LLC","12/31/2020","376","4,577",""
"Verition Fund Management LLC","12/31/2020","370","4,509",""
"Cetera Investment Advisers","12/31/2020","361","4,405",""
"Eudaimonia Partners, LLC","12/31/2020","359","4,368",""
"QUADRANT CAPITAL GROUP LLC","12/31/2020","351","4,283",""
"Total Clarity Wealth Management, Inc.","12/31/2020","350","4,270",""
"Argent Trust Co","12/31/2020","349","4,248",""
"TRANSCEND WEALTH COLLECTIVE, LLC","12/31/2020","348","4,238",""
"Laurel Wealth Advisors LLC","12/31/2020","346","4,213",""
"TD PRIVATE CLIENT WEALTH LLC","12/31/2020","343","4,185",""
"Aptus Capital Advisors, LLC","12/31/2020","339","4,138",""
"Parallel Advisors, LLC","12/31/2020","335","4,085",""
"Csenge Advisory Group","12/31/2020","334","4,068",""
"EVERGREEN CAPITAL MANAGEMENT LLC","12/31/2020","322","3,921",""
"ROMAN BUTLER FULLERTON & CO","12/31/2020","321","3,906",""
"Loveless Wealth Management LLC","12/31/2020","320","3,900",""
"Riverview Trust Co","12/31/2020","319","3,893",""
"Summit Asset Management, LLC","12/31/2020","316","3,845",""
"Smith, Salley & Associates","12/31/2020","315","3,833",""
"CITIGROUP INC","12/31/2020","312","3,800","call"
"Midwest Professional Planners, LTD.","12/31/2020","311","3,784",""
"MITCHELL CAPITAL MANAGEMENT CO","12/31/2020","307","3,742",""
"COLONY GROUP LLC","12/31/2020","305","3,718",""
"BOSTON PRIVATE WEALTH LLC","12/31/2020","302","3,678",""
"Quadrant Private Wealth Management, LLC","12/31/2020","298","3,634",""
"TRUSTCORE FINANCIAL SERVICES, LLC","12/31/2020","295","3,600",""
"Capital Investment Counsel, Inc","12/31/2020","295","3,596",""
"CAPROCK Group, Inc.","12/31/2020","295","3,591",""
"LAKE STREET FINANCIAL LLC","12/31/2020","294","3,587",""
"Quantitative Systematic Strategies LLC","12/31/2020","290","3,540",""
"CENTAURUS FINANCIAL, INC.","12/31/2020","288","3,515",""
"FIDUCIARY TRUST CO","12/31/2020","287","3,502",""
"Compagnie Lombard Odier SCmA","12/31/2020","287","3,500",""
"Bridgefront Capital, LLC","12/31/2020","287","3,498",""
"Parallax Volatility Advisers, L.P.","12/31/2020","278","3,400","call"
"Robertson Stephens Wealth Management, LLC","12/31/2020","278","3,392",""
"FIRST CITIZENS BANK & TRUST CO","12/31/2020","278","3,387",""
"MAGNOLIA CAPITAL MANAGEMENT LTD","12/31/2020","277","3,370",""
"Y-Intercept (Hong Kong) Ltd","12/31/2020","277","3,369",""
"GSA CAPITAL PARTNERS LLP","12/31/2020","274","3,341",""
"Clarius Group, LLC","12/31/2020","272","3,320",""
"WealthShield Partners, LLC","12/31/2020","270","3,287",""
"Aviance Capital Partners, LLC","12/31/2020","267","3,252",""
"Cetera Advisors LLC","12/31/2020","265","3,234",""
"BBVA USA Bancshares, Inc.","12/31/2020","263","3,204",""
"Shoker Investment Counsel, Inc.","12/31/2020","261","3,190",""
"Stokes Family Office, LLC","12/31/2020","255","3,108",""
"Voya Financial Advisors, Inc.","12/31/2020","254","3,095",""
"Epoch Investment Partners, Inc.","12/31/2020","252","3,068",""
"Pensionmark Financial Group, LLC","12/31/2020","258","3,057",""
"Nicholas Hoffman & Company, LLC.","12/31/2020","250","3,051",""
"LAZARD ASSET MANAGEMENT LLC","12/31/2020","246","3,000",""
"Adviser Investments LLC","12/31/2020","246","3,000",""
"EXCALIBUR MANAGEMENT CORP","12/31/2020","245","2,983",""
"TWO SIGMA SECURITIES, LLC","12/31/2020","244","2,972",""
"CENTRAL TRUST Co","12/31/2020","242","2,950",""
"KLINGENSTEIN FIELDS & CO LP","12/31/2020","238","2,900",""
"Global Retirement Partners, LLC","12/31/2020","237","2,887",""
"Cresset Asset Management, LLC","12/31/2020","236","2,875",""
"Eqis Capital Management, Inc.","12/31/2020","232","2,824",""
"CARY STREET PARTNER INVESTMENT ADVISORY LLC","12/31/2020","230","2,803",""
"BANK OF HAWAII","12/31/2020","227","2,764",""
"Good Life Advisors, LLC","12/31/2020","226","2,757",""
"BSW Wealth Partners","12/31/2020","225","2,745",""
"Bray Capital Advisors","12/31/2020","209","2,550",""
"Pinnacle Wealth Planning Services, Inc.","12/31/2020","209","2,549",""
"ALERUS FINANCIAL NA","12/31/2020","206","2,510",""
"KANAWHA CAPITAL MANAGEMENT LLC","12/31/2020","206","2,505",""
"Cerro Pacific Wealth Advisors LLC","12/31/2020","205","2,504",""
"KEYBANK NATIONAL ASSOCIATION/OH","12/31/2020","205","2,503",""
"J. L. Bainbridge & Co., Inc.","12/31/2020","205","2,500",""
"Sargent Bickham Lagudis LLC","12/31/2020","204","2,488",""
"BREWIN DOLPHIN WEALTH MANAGEMENT LTD","12/31/2020","201","2,450",""
"BOKF, NA","12/31/2020","201","2,447",""
"West Oak Capital, LLC","12/31/2020","201","2,444",""
"Sargent Bickham Lagudis LLC","12/31/2020","222","2,404",""
"CREDIT AGRICOLE S A","12/31/2020","195","2,375",""
"GROUP ONE TRADING, L.P.","12/31/2020","192","2,335",""
"Phoenix Wealth Advisors","12/31/2020","186","2,262",""
"Firestone Capital Management","12/31/2020","182","2,212",""
"AdvisorNet Financial, Inc","12/31/2020","164","1,997",""
"PANAGORA ASSET MANAGEMENT INC","12/31/2020","164","1,994",""
"Clearstead Advisors, LLC","12/31/2020","163","1,984",""
"Accel Wealth Management","12/31/2020","159","1,942",""
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.","12/31/2020","159","1,934",""
"First Command Bank","12/31/2020","150","1,822",""
"First Command Financial Services, Inc.","12/31/2020","150","1,822",""
"Investors Research Corp","12/31/2020","148","1,800",""
"Steward Partners Investment Advisory, LLC","12/31/2020","144","1,751",""
"THOMPSON SIEGEL & WALMSLEY LLC","12/31/2020","127","1,548",""
"WHITTIER TRUST CO","12/31/2020","125","1,523",""
"Graves-Light Private Wealth Management, Inc.","12/31/2020","123","1,500",""
"SOA Wealth Advisors, LLC.","12/31/2020","123","1,475",""
"IFP Advisors, Inc","12/31/2020","110","1,352",""
"SOUTH STATE CORP.","12/31/2020","106","1,295",""
"PROEQUITIES, INC.","12/31/2020","106","1,293",""
"EDMOND DE ROTHSCHILD HOLDING S.A.","12/31/2020","98","1,190",""
"Oder Investment Management, LLC","12/31/2020","97","1,178",""
"HARBOR INVESTMENT ADVISORY, LLC","12/31/2020","94","1,150",""
"Capital Asset Advisory Services LLC","12/31/2020","84","1,027",""
"Parallax Volatility Advisers, L.P.","12/31/2020","82","1,000","put"
"Ropes Wealth Advisors LLC","12/31/2020","82","1,000",""
"Banque Cantonale Vaudoise","12/31/2020","82","1,000",""
"Westside Investment Management, Inc.","12/31/2020","82","1,000",""
"Lindbrook Capital, LLC","12/31/2020","81","981",""
"BESSEMER GROUP INC","12/31/2020","79","973",""
"Ancora Advisors, LLC","12/31/2020","79","960",""
"Advisors Asset Management, Inc.","12/31/2020","77","937",""
"Selective Wealth Management, Inc.","12/31/2020","76","924",""
"Patriot Financial Group Insurance Agency, LLC","12/31/2020","75","916",""
"American Portfolios Advisors","12/31/2020","74","906",""
"Jacobi Capital Management LLC","12/31/2020","72","882",""
"Atlas Private Wealth Management","12/31/2020","70","854",""
"Rosenberg Matthew Hamilton","12/31/2020","69","841",""
"Covington Capital Management","12/31/2020","66","800",""
"HORIZON FINANCIAL SERVICES, LLC","12/31/2020","62","757",""
"HM PAYSON & CO","12/31/2020","56","682",""
"Zions Bancorporation, N.A.","12/31/2020","55","676",""
"TFC Financial Management","12/31/2020","54","663",""
"CWM, LLC","12/31/2020","64","633",""
"Diversified, LLC","12/31/2020","44","623",""
"TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH PZU SA","12/31/2020","50","615",""
"DIVIDEND ASSETS CAPITAL, LLC","12/31/2020","50","610",""
"GABLES CAPITAL MANAGEMENT INC.","12/31/2020","47","575",""
"Winslow, Evans & Crocker, Inc.","12/31/2020","46","552",""
"RWM Asset Management, LLC","12/31/2020","42","515",""
"ATLAS CAPITAL ADVISORS LLC","12/31/2020","41","502",""
"Johnson Midwest Financial, LLC","12/31/2020","41","500",""
"Perigon Wealth Management, LLC","12/31/2020","41","495",""
"JJJ Advisors Inc.","12/31/2020","37","450",""
"ENTERPRISE FINANCIAL SERVICES CORP","12/31/2020","35","429",""
"Mercer Capital Advisers, Inc.","12/31/2020","35","427",""
"OGOREK ANTHONY JOSEPH /NY/ /ADV","12/31/2020","34","425",""
"FIRST FINANCIALCORP /IN/","12/31/2020","34","415",""
"Capital Advisors, Ltd. LLC","12/31/2020","33","404",""
"Pacific Center for Financial Services","12/31/2020","33","400",""
"Goodwin Investment Advisory","12/31/2020","32","393",""
"REILLY FINANCIAL ADVISORS, LLC","12/31/2020","32","386",""
"Regent Peak Wealth Advisors LLC","12/31/2020","29","353",""
"Clearview Wealth Advisors LLC","12/31/2020","29","350",""
"Ashburton (Jersey) Ltd","12/31/2020","28","339",""
"Providence Capital Advisors, LLC","12/31/2020","28","336",""
"Plante Moran Financial Advisors, LLC","12/31/2020","25","307",""
"Eudaimonia Partners, LLC","12/31/2020","25","305",""
"American Research & Management Co.","12/31/2020","25","300",""
"AlphaMark Advisors, LLC","12/31/2020","25","300",""
"Bartlett & Co. LLC","12/31/2020","25","300",""
"BARTLETT & CO. WEALTH MANAGEMENT LLC","12/31/2020","24","300",""
"DELTA ASSET MANAGEMENT LLC/TN","12/31/2020","23","285",""
"Private Capital Group, LLC","12/31/2020","23","283",""
"Parallax Volatility Advisers, L.P.","12/31/2020","22","271",""
"Prestige Wealth Management Group LLC","12/31/2020","21","259",""
"First Horizon Advisors, Inc.","12/31/2020","21","258",""
"FourThought Financial, LLC","12/31/2020","20","255",""
"Anchor Investment Management, LLC","12/31/2020","20","252",""
"Holloway Wealth Management, LLC","12/31/2020","19","234",""
"Daiwa Securities Group Inc.","12/31/2020","18","215",""
"FIRST HORIZON CORP","12/31/2020","16","200",""
"Oakworth Capital, Inc.","12/31/2020","16","200",""
"CenterStar Asset Management, LLC","12/31/2020","16","200","put"
"HUNTINGTON NATIONAL BANK","12/31/2020","16","200",""
"EARNEST PARTNERS LLC","12/31/2020","16","190",""
"TRUE Private Wealth Advisors","12/31/2020","15","188",""
"Glen Eagle Advisors, LLC","12/31/2020","15","183",""
"FinTrust Capital Advisors, LLC","12/31/2020","15","182",""
"Focused Wealth Management, Inc","12/31/2020","14","165",""
"JNBA Financial Advisors","12/31/2020","13","160",""
"TSFG, LLC","12/31/2020","13","157",""
"CITY HOLDING CO","12/31/2020","12","150",""
"Sandy Spring Bank","12/31/2020","12","146",""
"Inspire Advisors, LLC","12/31/2020","11","140",""
"Financial Perspectives, Inc","12/31/2020","11","135",""
"Financial Management Professionals, Inc.","12/31/2020","10","122",""
"MONETARY MANAGEMENT GROUP INC","12/31/2020","10","116",""
"Versant Capital Management, Inc","12/31/2020","9","115",""
"WALLED LAKE PLANNING & WEALTH MANAGEMENT, LLC","12/31/2020","9","107",""
"Arrow Financial Corp","12/31/2020","8","100",""
"Truvestments Capital LLC","12/31/2020","7","94",""
"Merrion Investment Management Co, LLC","12/31/2020","8","92",""
"CenterStar Asset Management, LLC","12/31/2020","7","90",""
"TRU INDEPENDENCE ASSET MANAGEMENT 2, LLC","12/31/2020","7","88",""
"ENCOMPASS WEALTH ADVISORS, LLC","12/31/2020","7","88",""
"Larson Financial Group LLC","12/31/2020","7","87",""
"MANCHESTER FINANCIAL INC","12/31/2020","7","85",""
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC","12/31/2020","6","84",""
"ASSOCIATED BANC-CORP","12/31/2020","6","78",""
"WOLFF WIESE MAGANA LLC","12/31/2020","6","75",""
"Carmichael Hill & Associates, Inc.","12/31/2020","5","64",""
"First Horizon Advisors, Inc.","12/31/2020","5","62",""
"PNC Financial Services Group, Inc.","12/31/2020","5","60",""
"Concord Wealth Partners","12/31/2020","5","55",""
"Annapolis Financial Services, LLC","12/31/2020","4","53",""
"Bellwether Advisors, LLC","12/31/2020","3","48",""
"JONES FINANCIAL COMPANIES LLLP","12/31/2020","4","43",""
"BerganKDV Wealth Management, LLC","12/31/2020","3","42",""
"Gemmer Asset Management LLC","12/31/2020","3","37",""
"ForthRight Wealth Management, LLC","12/31/2020","3","37",""
"ASSETMARK, INC","12/31/2020","3","35",""
"HHM Wealth Advisors, LLC","12/31/2020","3","35",""
"McCarthy Grittinger Financial Group, LLC","12/31/2020","2","32",""
"Capital Analysts, LLC","12/31/2020","3","32",""
"Berman Capital Advisors, LLC","12/31/2020","2","26",""
"Horan Securities, Inc.","12/31/2020","2","25",""
"TCI Wealth Advisors, Inc.","12/31/2020","2","22",""
"Sofos Investments, Inc.","12/31/2020","2","22",""
"Alpha DNA Investment Management LLC","12/31/2020","1","21",""
"Hudock, Inc.","12/31/2020","1","20",""
"Heritage Wealth Advisors","12/31/2020","2","20",""
"NEXT Financial Group, Inc","12/31/2020","1","17",""
"Valeo Financial Advisors, LLC","12/31/2020","1","15",""
"MOTCO","12/31/2020","1","9",""
"Transamerica Financial Advisors, Inc.","12/31/2020","1","6",""
"EXANE DERIVATIVES","12/31/2020","0","2",""
"US BANCORP \DE\","12/31/2020","0","1",""
"Bogart Wealth, LLC","12/31/2020","0","0",""
