"Manager","Report Date","Value ($000)","Shares","Option Type"
"Steward Partners Investment Advisory, LLC","12/31/2024","49","788",""
"Versant Capital Management, Inc","12/31/2024","45","725",""
"UMB Bank, n.a.","12/31/2024","45","712",""
"Manchester Capital Management LLC","12/31/2024","44","700",""
"LEE DANNER & BASS INC","12/31/2024","44","700",""
"BNP PARIBAS FINANCIAL MARKETS","12/31/2024","39","619",""
"Ridgewood Investments LLC","12/31/2024","37","600",""
"Farther Finance Advisors, LLC","12/31/2024","37","597",""
"Capital Analysts, LLC","12/31/2024","36","572",""
"Bruce G. Allen Investments, LLC","12/31/2024","35","560",""
"PRIVATE TRUST CO NA","12/31/2024","35","558",""
"Colonial Trust Advisors","12/31/2024","34","550",""
"Spire Wealth Management","12/31/2024","34","550",""
"MAI Capital Management","12/31/2024","34","547",""
"HARBOUR INVESTMENTS, INC.","12/31/2024","34","546",""
"IFP Advisors, Inc","12/31/2024","33","531",""
"Addison Advisors LLC","12/31/2024","31","503",""
"Sandy Spring Bank","12/31/2024","31","500",""
"SBI Securities Co., Ltd.","12/31/2024","30","481",""
"Wilmington Savings Fund Society, FSB","12/31/2024","30","478",""
"TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH PZU SA","12/31/2024","29","460",""
"First Horizon Advisors, Inc.","12/31/2024","27","432",""
"Operose Advisors LLC","12/31/2024","26","416",""
"Crews Bank & Trust","12/31/2024","25","400",""
"North Star Investment Management Corp.","12/31/2024","25","400",""
"GAMMA Investing LLC","12/31/2024","22","363",""
"NISA INVESTMENT ADVISORS, LLC","12/31/2024","22","350",""
"Hanson & Doremus Investment Management","12/31/2024","21","333",""
"THURSTON, SPRINGER, MILLER, HERD & TITAK, INC.","12/31/2024","20","330",""
"Hemington Wealth Management","12/31/2024","20","329",""
"Fortitude Family Office, LLC","12/31/2024","20","327",""
"JFS WEALTH ADVISORS, LLC","12/31/2024","20","325",""
"Smartleaf Asset Management LLC","12/31/2024","20","318",""
"FSC Wealth Advisors, LLC","12/31/2024","19","314",""
"Asset Dedication, LLC","12/31/2024","18","294",""
"GPS Wealth Strategies Group, LLC","12/31/2024","17","281",""
"Bayforest Capital Ltd","12/31/2024","16","255",""
"Headlands Technologies LLC","12/31/2024","15","253",""
"Global Financial Private Client, LLC","12/31/2024","15","251",""
"Caitong International Asset Management Co., Ltd","12/31/2024","15","242",""
"ORG Partners LLC","12/31/2024","14","229",""
"Stonebridge Financial Group, LLC","12/31/2024","13","208",""
"Red Tortoise LLC","12/31/2024","12","200",""
"TruNorth Capital Management, LLC","12/31/2024","12","200",""
"Ritter Daniher Financial Advisory LLC / DE","12/31/2024","12","200",""
"Harvest Fund Management Co., Ltd","12/31/2024","11","177",""
"OLD SECOND NATIONAL BANK OF AURORA","12/31/2024","10","170",""
"AdvisorNet Financial, Inc","12/31/2024","10","167",""
"Quest 10 Wealth Builders, Inc.","12/31/2024","9","157",""
"ALBION FINANCIAL GROUP /UT","12/31/2024","9","157",""
"ADIRONDACK TRUST CO","12/31/2024","9","150",""
"High Note Wealth, LLC","12/31/2024","9","146",""
"Bell Investment Advisors, Inc","12/31/2024","9","146",""
"VALLEY NATIONAL ADVISERS INC","12/31/2024","9","146",""
"SIERRA OCEAN, LLC","12/31/2024","9","145",""
"Rosenberg Matthew Hamilton","12/31/2024","8","142",""
"LOUISBOURG INVESTMENTS INC.","12/31/2024","7","120",""
"GeoWealth Management, LLC","12/31/2024","7","118",""
"Richard W. Paul & Associates, LLC","12/31/2024","7","112",""
"JCIC Asset Management Inc.","12/31/2024","7","112",""
"Baird Financial Group, Inc.","12/31/2024","6","106",""
"SouthState Corp","12/31/2024","6","102",""
"SOA Wealth Advisors, LLC.","12/31/2024","6","100",""
"FOSTER DYKEMA CABOT & PARTNERS, LLC","12/31/2024","5","90",""
"Penserra Capital Management LLC","12/31/2024","5","81",""
"CVA Family Office, LLC","12/31/2024","4","78",""
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.","12/31/2024","4","74",""
"MATHER GROUP, LLC.","12/31/2024","4","72",""
"KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC","12/31/2024","4","70",""
"Financial Management Professionals, Inc.","12/31/2024","4","69",""
"Minot DeBlois Advisors LLC","12/31/2024","4","66",""
"Venturi Wealth Management, LLC","12/31/2024","3","63",""
"Van Hulzen Asset Management, LLC","12/31/2024","3","61",""
"Coppell Advisory Solutions LLC","12/31/2024","3","58",""
"DecisionPoint Financial, LLC","12/31/2024","3","52",""
"Cornerstone Planning Group LLC","12/31/2024","3","50",""
"Beaird Harris Wealth Management, LLC","12/31/2024","2","38",""
"TUCKER ASSET MANAGEMENT LLC","12/31/2024","2","36",""
"LOGAN CAPITAL MANAGEMENT INC","12/31/2024","2","34",""
"Optiver Holding B.V.","12/31/2024","2","32",""
"HIGHLINE WEALTH PARTNERS LLC","12/31/2024","1","31",""
"AMERIFLEX GROUP, INC.","12/31/2024","1","30",""
"Kestra Investment Management, LLC","12/31/2024","1","30",""
"Colonial Trust Co / SC","12/31/2024","0","12",""
"Blue Trust, Inc.","12/31/2024","0","9",""
"Larson Financial Group LLC","12/31/2024","0","4",""
"NBC SECURITIES, INC.","12/31/2024","0","1",""
"Erste Asset Management GmbH","12/31/2024","0","0",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2024","0","0",""
