"Manager","Report Date","Value ($000)","Shares","Option Type"
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.","12/31/2023","3","74",""
"KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC","12/31/2023","3","70",""
"Versant Capital Management, Inc","12/31/2023","2","62",""
"Coppell Advisory Solutions LLC","12/31/2023","2","58",""
"DecisionPoint Financial, LLC","12/31/2023","2","52",""
"EXCHANGE TRADED CONCEPTS, LLC","12/31/2023","2","46",""
"Beaird Harris Wealth Management, LLC","12/31/2023","1","38",""
"NewEdge Advisors, LLC","12/31/2023","1","38",""
"Tower View Wealth Management LLC","12/31/2023","2","37",""
"WHITTIER TRUST CO","12/31/2023","1","36",""
"Colonial Trust Co / SC","12/31/2023","1","29",""
"Johnson Financial Group, Inc.","12/31/2023","0","18",""
"Blue Trust, Inc.","12/31/2023","1","17",""
"Abich Financial Wealth Management LLC","12/31/2023","0","7",""
"Clear Point Advisors Inc.","12/31/2023","0","5",""
"Financial Gravity Asset Management, Inc.","12/31/2023","0","1",""
"Financial Gravity Asset Management, Inc.","12/31/2023","0","1",""
"Erste Asset Management GmbH","12/31/2023","0","0",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2023","0","0",""
