"Manager","Report Date","Value ($000)","Shares","Option Type"
"M&T Bank Corp","12/31/2019","454","7,861",""
"EVOKE WEALTH, LLC","12/31/2019","454","7,859",""
"Sawtooth Solutions, LLC","12/31/2019","453","7,838",""
"Cetera Advisor Networks LLC","12/31/2019","441","7,600",""
"Dorsey & Whitney Trust CO LLC","12/31/2019","433","7,480",""
"Chicago Partners Investment Group LLC","12/31/2019","459","7,446",""
"Moors & Cabot, Inc.","12/31/2019","422","7,340",""
"ARTHUR M. COHEN & ASSOCIATES, LLC","12/31/2019","423","7,324",""
"WHITTIER TRUST CO OF NEVADA INC","12/31/2019","416","7,200",""
"We Are One Seven, LLC","12/31/2019","414","7,176",""
"MERITAGE PORTFOLIO MANAGEMENT","12/31/2019","414","7,170",""
"VAN DEN BERG MANAGEMENT I, INC","12/31/2019","413","7,141",""
"Bristol Gate Capital Partners Inc.","12/31/2019","408","7,057",""
"Karani Asset Management LLC","12/31/2019","407","7,050",""
"Squar Milner Financial Services LLC","12/31/2019","405","7,018",""
"CIBC BANK USA","12/31/2019","406","7,017",""
"Bayesian Capital Management, LP","12/31/2019","405","7,000",""
"MANNING & NAPIER GROUP, LLC","12/31/2019","404","7,000",""
"TOCQUEVILLE ASSET MANAGEMENT L.P.","12/31/2019","405","7,000",""
"YorkBridge Wealth Partners, LLC","12/31/2019","404","6,998",""
"Virtu Financial LLC","12/31/2019","404","6,981",""
"KINGS POINT CAPITAL MANAGEMENT","12/31/2019","401","6,946",""
"BOKF, NA","12/31/2019","399","6,903",""
"Verition Fund Management LLC","12/31/2019","396","6,857",""
"Apexium Financial, LP","12/31/2019","390","6,751",""
"Garrison Point Advisors, LLC","12/31/2019","390","6,750",""
"BARTLETT & CO. WEALTH MANAGEMENT LLC","12/31/2019","389","6,743",""
"People's United Financial, Inc.","12/31/2019","385","6,667",""
"Valeo Financial Advisors, LLC","12/31/2019","379","6,559",""
"FIRST TRUST ADVISORS LP","12/31/2019","379","6,553",""
"SCHRODER INVESTMENT MANAGEMENT GROUP","12/31/2019","489","6,519",""
"BREWIN DOLPHIN LTD","12/31/2019","376","6,511",""
"Voya Financial Advisors, Inc.","12/31/2019","376","6,502",""
"Segment Wealth Management, LLC","12/31/2019","376","6,497",""
"Financial Perspectives, Inc","12/31/2019","365","6,329",""
"Mattern Wealth Management LLC","12/31/2019","365","6,316",""
"SKBA CAPITAL MANAGEMENT LLC","12/31/2019","365","6,314",""
"WITTENBERG INVESTMENT MANAGEMENT, INC.","12/31/2019","364","6,300",""
"Atlantic Trust, LLC","12/31/2019","364","6,291",""
"BARCLAYS PLC","12/31/2019","358","6,200","put"
"Laurel Wealth Advisors, Inc.","12/31/2019","358","6,188",""
"First Allied Advisory Services, Inc.","12/31/2019","357","6,174",""
"Carnegie Capital Asset Management, LLC","12/31/2019","347","6,000",""
"SECURITY NATIONAL BANK OF SIOUX CITY IOWA /IA/","12/31/2019","347","6,000",""
"Fisher Asset Management, LLC","12/31/2019","346","5,986",""
"Gotham Asset Management, LLC","12/31/2019","346","5,980",""
"Integrated Wealth Concepts LLC","12/31/2019","339","5,866",""
"Pennsylvania Trust Co","12/31/2019","339","5,861",""
"GARRISON BRADFORD & ASSOCIATES INC","12/31/2019","337","5,831",""
"Covington Capital Management","12/31/2019","337","5,828",""
"Solstein Capital, LLC","12/31/2019","336","5,818",""
"Sustainable Insight Capital Management, LLC","12/31/2019","330","5,700",""
"Wealthspire Advisors, L.P.","12/31/2019","324","5,606",""
"STANSBERRY ASSET MANAGEMENT, LLC","12/31/2019","324","5,603",""
"GROUP ONE TRADING, L.P.","12/31/2019","322","5,563",""
"ATLAS CAPITAL ADVISORS LLC","12/31/2019","321","5,559",""
"RAYMOND JAMES TRUST N.A.","12/31/2019","320","5,536",""
"Prospera Financial Services Inc","12/31/2019","318","5,500",""
"Douglas Lane & Associates, LLC","12/31/2019","318","5,500",""
"CORTLAND ASSOCIATES INC/MO","12/31/2019","311","5,377",""
"FISHMAN JAY A LTD/MI","12/31/2019","306","5,295",""
"Trexquant Investment LP","12/31/2019","299","5,168",""
"Arcus Capital Partners, LLC","12/31/2019","298","5,164",""
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main","12/31/2019","295","5,100",""
"Frisch Financial Group, Inc.","12/31/2019","290","5,019",""
"Virginia National Bank","12/31/2019","288","4,980",""
"HERITAGE INVESTORS MANAGEMENT CORP","12/31/2019","278","4,804",""
"K.J. Harrison & Partners Inc","12/31/2019","276","4,768",""
"STEVENS CAPITAL MANAGEMENT LP","12/31/2019","275","4,761",""
"J.W. COLE ADVISORS, INC.","12/31/2019","275","4,750",""
"MYCIO WEALTH PARTNERS, LLC","12/31/2019","269","4,650",""
"PEAK6 Investments LLC","12/31/2019","265","4,581",""
"REGENTATLANTIC CAPITAL LLC","12/31/2019","263","4,550",""
"Intersect Capital LLC","12/31/2019","260","4,500",""
"Enterprise Trust & Investment Co","12/31/2019","260","4,500",""
"D.A. DAVIDSON & CO.","12/31/2019","258","4,468",""
"GOULD ASSET MANAGEMENT LLC /CA/","12/31/2019","258","4,456",""
"FIRST MERCANTILE TRUST CO","12/31/2019","257","4,450",""
"Checchi Capital Advisers, LLC","12/31/2019","249","4,308",""
"BOYS ARNOLD & CO INC","12/31/2019","249","4,308",""
"ACADIAN ASSET MANAGEMENT LLC","12/31/2019","247","4,286",""
"Russell Investments Group, Ltd.","12/31/2019","247","4,286",""
"WSFS CAPITAL MANAGEMENT, LLC","12/31/2019","246","4,250",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2019","243","4,200","call"
"Independent Advisor Alliance","12/31/2019","243","4,196",""
"NATIXIS","12/31/2019","244","4,190",""
"Sigma Planning Corp","12/31/2019","238","4,120",""
"Lombard Odier Asset Management (Switzerland) SA","12/31/2019","306","4,079",""
"Norman Fields, Gottscho Capital Management, LLC","12/31/2019","234","4,050",""
"Boston Trust Walden Corp","12/31/2019","233","4,030",""
"PINNACLE ASSOCIATES LTD","12/31/2019","231","4,000",""
"Cable Hill Partners, LLC","12/31/2019","229","3,970",""
"Comprehensive Portfolio Management, LLC","12/31/2019","228","3,937",""
"MANA Advisors LLC","12/31/2019","225","3,901",""
"NWAM LLC","12/31/2019","224","3,884",""
"GWM Advisors LLC","12/31/2019","220","3,814",""
"Pure Financial Advisors, Inc.","12/31/2019","220","3,802",""
"Private Advisor Group, LLC","12/31/2019","215","3,713",""
"Teton Advisors, Inc.","12/31/2019","214","3,703",""
"Occidental Asset Management, LLC","12/31/2019","209","3,615",""
"DERBY & COMPANY, INC","12/31/2019","208","3,600",""
"Cubic Asset Management, LLC","12/31/2019","208","3,600",""
"MOGY JOEL R INVESTMENT COUNSEL INC","12/31/2019","208","3,600",""
"BECK CAPITAL MANAGEMENT, LLC","12/31/2019","202","3,500",""
"SIGNATUREFD, LLC","12/31/2019","195","3,380",""
"Oakworth Capital, Inc.","12/31/2019","195","3,366",""
"FSA Wealth Management LLC","12/31/2019","186","3,218",""
"TORONTO DOMINION BANK","12/31/2019","185","3,200",""
"Veritas Investment Management (UK) Ltd","12/31/2019","216","2,884",""
"WALLED LAKE PLANNING & WEALTH MANAGEMENT, LLC","12/31/2019","151","2,607",""
"FLAGSHIP HARBOR ADVISORS, LLC","12/31/2019","148","2,569",""
"TCI Wealth Advisors, Inc.","12/31/2019","141","2,442",""
"Burt Wealth Advisors","12/31/2019","138","2,380",""
"PIN OAK INVESTMENT ADVISORS INC","12/31/2019","137","2,366",""
"Pinnacle Holdings, LLC","12/31/2019","136","2,354",""
"Capital Bank & Trust Co","12/31/2019","135","2,333",""
"CENTAURUS FINANCIAL, INC.","12/31/2019","134","2,310",""
"THOMPSON SIEGEL & WALMSLEY LLC","12/31/2019","130","2,250",""
"AdvisorNet Financial, Inc","12/31/2019","125","2,161",""
"BESSEMER GROUP INC","12/31/2019","122","2,109",""
"QS Investors, LLC","12/31/2019","122","2,108",""
"Mitsubishi UFJ Trust & Banking Corp","12/31/2019","120","2,084",""
"Glassman Wealth Services","12/31/2019","119","2,063",""
"Twin Tree Management, LP","12/31/2019","116","2,000","put"
"SeaBridge Investment Advisors LLC","12/31/2019","113","1,950",""
"Cutler Group LP","12/31/2019","0","1,900","put"
"Allred Capital Management, LLC","12/31/2019","107","1,867",""
"AIA Investment Management Private Ltd","12/31/2019","99","1,721",""
"Carroll Financial Associates, Inc.","12/31/2019","95","1,644",""
"BARCLAYS PLC","12/31/2019","92","1,600","call"
"Banco de Sabadell, S.A","12/31/2019","92","1,584",""
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2019","91","1,583",""
"American Portfolios Advisors","12/31/2019","87","1,513",""
"CONTRAVISORY INVESTMENT MANAGEMENT, INC.","12/31/2019","82","1,424",""
"Financial Architects, Inc","12/31/2019","81","1,405",""
"North Star Investment Management Corp.","12/31/2019","75","1,295",""
"JCIC Asset Management Inc.","12/31/2019","72","1,254",""
"Estabrook Capital Management","12/31/2019","72","1,250",""
"Column Capital Advisors, LLC","12/31/2019","69","1,196",""
"Cornerstone Advisors, Inc.","12/31/2019","65","1,118",""
"Capital Directions Investment Advisors, LLC","12/31/2019","65","1,118",""
"MCF Advisors LLC","12/31/2019","64","1,102",""
"Sargent Bickham Lagudis LLC","12/31/2019","62","1,079",""
"PROEQUITIES, INC.","12/31/2019","61","1,048",""
"US BANCORP \DE\","12/31/2019","60","1,036",""
"LifePlan Financial Group, Inc","12/31/2019","59","1,025",""
"Community Bank, N.A.","12/31/2019","59","1,017",""
"HUNTINGTON NATIONAL BANK","12/31/2019","58","1,000",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2019","55","954",""
"SHINE INVESTMENT ADVISORY SERVICES INC","12/31/2019","55","943",""
"Arlington Partners LLC","12/31/2019","52","900",""
"SMITHFIELD TRUST CO","12/31/2019","51","881",""
"Clearbridge Investments, LLC","12/31/2019","50","861",""
"Wealthcare Advisory Partners LLC","12/31/2019","50","858",""
"Sowell Financial Services LLC","12/31/2019","47","805",""
"PEAK6 Investments LLC","12/31/2019","46","800","call"
"Fieldpoint Private Securities, LLC","12/31/2019","44","767",""
"INSTITUTIONAL & FAMILY ASSET MANAGEMENT, LLC","12/31/2019","44","760",""
"SONORA INVESTMENT MANAGEMENT, LLC","12/31/2019","43","742",""
"Engrave Wealth Partners LLC","12/31/2019","41","724",""
"Chevy Chase Trust Holdings, Inc.","12/31/2019","40","700",""
"BROWN BROTHERS HARRIMAN & CO","12/31/2019","40","700",""
"HM PAYSON & CO","12/31/2019","39","675",""
"BENJAMIN F. EDWARDS & COMPANY, INC.","12/31/2019","37","641",""
"CITY HOLDING CO","12/31/2019","36","624",""
"Sofos Investments, Inc.","12/31/2019","36","619",""
"Vestcor Investment Management Corp","12/31/2019","35","600",""
"Pinnacle Bank","12/31/2019","33","566",""
"HBC Financial Services, PLLC","12/31/2019","32","550",""
"SECURITY NATIONAL TRUST CO","12/31/2019","31","536",""
"CWM, LLC","12/31/2019","25","486",""
"Zions Bancorporation, N.A.","12/31/2019","26","457",""
"LS Investment Advisors, LLC","12/31/2019","26","450",""
"Global Wealth Management Investment Advisory, Inc.","12/31/2019","25","430",""
"OPTIMUM INVESTMENT ADVISORS","12/31/2019","25","427",""
"SIMON QUICK ADVISORS, LLC","12/31/2019","23","404",""
"Prime Capital Investment Advisors, LLC","12/31/2019","23","400",""
"Lindbrook Capital, LLC","12/31/2019","23","392",""
"FTB Advisors, Inc.","12/31/2019","23","390",""
"Carmichael Hill & Associates, Inc.","12/31/2019","22","387",""
"NORTHERN OAK WEALTH MANAGEMENT INC","12/31/2019","22","375",""
"BOURGEON CAPITAL MANAGEMENT LLC","12/31/2019","22","375",""
"Baystate Wealth Management LLC","12/31/2019","22","372",""
"Hudock Capital Group, LLC","12/31/2019","21","368",""
"MUFG Americas Holdings Corp","12/31/2019","21","363",""
"Asio Capital, LLC","12/31/2019","20","350",""
"Providence Capital Advisors, LLC","12/31/2019","19","325",""
"Clear Harbor Asset Management, LLC","12/31/2019","17","300",""
"ROYAL BANK OF CANADA","12/31/2019","17","300","put"
"Holloway Wealth Management, LLC","12/31/2019","16","275",""
"Lenox Wealth Management, Inc.","12/31/2019","16","274",""
"HARBOR INVESTMENT ADVISORY, LLC","12/31/2019","14","250",""
"Tower Research Capital LLC (TRC)","12/31/2019","14","238",""
"Sugarloaf Wealth Management, LLC","12/31/2019","14","235",""
"TRUEWEALTH LLC","12/31/2019","13","232",""
"Artemis Wealth Advisors, LLC","12/31/2019","13","221",""
"Artemis Wealth Advisors, LLC","12/31/2019","12","221",""
"Glen Eagle Advisors, LLC","12/31/2019","12","212",""
"M&R CAPITAL MANAGEMENT INC","12/31/2019","11","200",""
"PNC Financial Services Group, Inc.","12/31/2019","11","199",""
"Global Retirement Partners, LLC","12/31/2019","11","189",""
"Berman Capital Advisors, LLC","12/31/2019","9","161",""
"Atlas Private Wealth Management","12/31/2019","9","150",""
"Cordasco Financial Network","12/31/2019","8","142",""
"Orion Portfolio Solutions, LLC","12/31/2019","8","139",""
"JNBA Financial Advisors","12/31/2019","8","137",""
"EARNEST PARTNERS LLC","12/31/2019","7","118",""
"Kelly Financial Services LLC","12/31/2019","6","113",""
"BELLEVUE ASSET MANAGEMENT, LLC","12/31/2019","6","107",""
"S.A. Mason LLC","12/31/2019","6","100",""
"Balentine LLC","12/31/2019","6","100",""
"WEALTHCARE CAPITAL MANAGEMENT LLC","12/31/2019","6","97",""
"Endurance Wealth Management, Inc.","12/31/2019","5","92",""
"ROCKY MOUNTAIN ADVISERS, LLC","12/31/2019","5","85",""
"Cribstone Capital Management, LLC","12/31/2019","5","83",""
"Ellis Investment Partners, LLC","12/31/2019","4","75",""
"McIlrath & Eck, LLC","12/31/2019","4","74",""
"Parallel Advisors, LLC","12/31/2019","3","57",""
"REILLY FINANCIAL ADVISORS, LLC","12/31/2019","3","57",""
"Total Clarity Wealth Management, Inc.","12/31/2019","3","50",""
"ASSETMARK, INC","12/31/2019","2","40",""
"MANCHESTER FINANCIAL INC","12/31/2019","2","30",""
"Firestone Capital Management","12/31/2019","2","30",""
"Tobias Financial Advisors, Inc.","12/31/2019","1","30",""
"EXCHANGE TRADED CONCEPTS, LLC","12/31/2019","1","17",""
"tru Independence LLC","12/31/2019","1","15",""
"BNP PARIBAS ARBITRAGE, SA","12/31/2019","0","8",""
"Bay Harbor Wealth Management, LLC","12/31/2019","0","4",""
"Dougherty Wealth Advisers LLC","12/31/2019","0","1",""
"HARVEST GROUP WEALTH MANAGEMENT, LLC","12/31/2019","0","0",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2019","0","0",""
