"Manager","Report Date","Value ($000)","Shares","Option Type"
"Proficio Capital Partners LLC","12/31/2021","1,106","18,311",""
"Assenagon Asset Management S.A.","12/31/2021","1,104","18,260",""
"Asset Management One Co., Ltd.","12/31/2021","1,111","18,241",""
"Change Path, LLC","12/31/2021","1,057","17,514",""
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC","12/31/2021","1,037","17,196",""
"WINTRUST INVESTMENTS LLC","12/31/2021","1,026","16,999",""
"Giverny Capital Inc.","12/31/2021","1,298","16,989",""
"BlackRock Inc.","12/31/2021","1,017","16,841",""
"BLUESTEIN R H & CO","12/31/2021","1,011","16,750",""
"Mitsubishi UFJ Trust & Banking Corp","12/31/2021","1,002","16,597",""
"Bridgewater Associates, LP","12/31/2021","991","16,382",""
"Walleye Trading LLC","12/31/2021","978","16,200","call"
"Red Cedar Capital, LLC","12/31/2021","967","16,009",""
"Legacy Private Trust Co.","12/31/2021","966","16,000",""
"FISHMAN JAY A LTD/MI","12/31/2021","954","15,800",""
"ROOSEVELT INVESTMENT GROUP LLC","12/31/2021","953","15,790",""
"Gilbert & Cook, Inc.","12/31/2021","951","15,747",""
"GM Advisory Group, Inc.","12/31/2021","944","15,642",""
"RMB Capital Management, LLC","12/31/2021","940","15,571",""
"VOLORIDGE INVESTMENT MANAGEMENT, LLC","12/31/2021","932","15,432",""
"WHITTIER TRUST CO","12/31/2021","923","15,284",""
"CRA Financial Services, LLC","12/31/2021","906","15,000",""
"M&T Bank Corp","12/31/2021","876","14,488",""
"Veriti Management LLC","12/31/2021","855","14,168",""
"LVW Advisors, LLC","12/31/2021","842","13,944",""
"Cetera Investment Advisers","12/31/2021","831","13,768",""
"IFP Advisors, Inc","12/31/2021","802","13,299",""
"Gulf International Bank (UK) Ltd","12/31/2021","799","13,223",""
"Clearstead Advisors, LLC","12/31/2021","787","13,038",""
"RITHOLTZ WEALTH MANAGEMENT","12/31/2021","786","13,024",""
"Geneos Wealth Management Inc.","12/31/2021","783","12,969",""
"Empirical Financial Services, LLC d.b.a. Empirical Wealth Management","12/31/2021","779","12,895",""
"RAYMOND JAMES TRUST N.A.","12/31/2021","775","12,829",""
"CRAWFORD INVESTMENT COUNSEL INC","12/31/2021","774","12,825",""
"Douglas Lane & Associates, LLC","12/31/2021","771","12,769",""
"HANTZ FINANCIAL SERVICES, INC.","12/31/2021","770","12,757",""
"Moors & Cabot, Inc.","12/31/2021","768","12,713",""
"Lagoda Investment Management, L.P.","12/31/2021","761","12,600",""
"AVENIR CORP","12/31/2021","755","12,500",""
"ROYAL BANK OF CANADA","12/31/2021","755","12,500","call"
"Empowered Funds, LLC","12/31/2021","753","12,464",""
"Arcus Capital Partners, LLC","12/31/2021","734","12,158",""
"Resonant Capital Advisors, LLC","12/31/2021","734","12,149",""
"Ergoteles LLC","12/31/2021","724","11,989",""
"FIRETHORN WEALTH PARTNERS, LLC","12/31/2021","709","11,743",""
"ASHFORD CAPITAL MANAGEMENT INC","12/31/2021","706","11,700",""
"CULLEN/FROST BANKERS, INC.","12/31/2021","696","11,534",""
"KINGS POINT CAPITAL MANAGEMENT","12/31/2021","692","11,458",""
"JANE STREET GROUP, LLC","12/31/2021","691","11,455","put"
"Private Advisor Group, LLC","12/31/2021","687","11,386",""
"CLARET ASSET MANAGEMENT Corp","12/31/2021","680","11,257",""
"Crestwood Advisors Group LLC","12/31/2021","678","11,225",""
"Integrated Wealth Concepts LLC","12/31/2021","661","10,943",""
"PEAK6 Investments LLC","12/31/2021","658","10,900","put"
"WHITTIER TRUST CO OF NEVADA INC","12/31/2021","652","10,800",""
"MERITAGE PORTFOLIO MANAGEMENT","12/31/2021","649","10,754",""
"WOLVERINE ASSET MANAGEMENT LLC","12/31/2021","645","10,695",""
"Blue Square Asset Management, LLC","12/31/2021","644","10,663",""
"Mattern Wealth Management LLC","12/31/2021","641","10,622",""
"We Are One Seven, LLC","12/31/2021","639","10,589",""
"First Pacific Financial","12/31/2021","636","10,531",""
"SG Americas Securities, LLC","12/31/2021","635","10,518",""
"Next Capital Management LLC","12/31/2021","634","10,500",""
"PEAPACK GLADSTONE FINANCIAL CORP","12/31/2021","619","10,250",""
"Belpointe Asset Management LLC","12/31/2021","615","10,202",""
"Garrison Point Advisors, LLC","12/31/2021","611","10,125",""
"Fisher Asset Management, LLC","12/31/2021","604","10,007",""
"Paloma Partners Management Co","12/31/2021","592","9,800",""
"Segment Wealth Management, LLC","12/31/2021","588","9,744",""
"Spire Wealth Management","12/31/2021","587","9,727",""
"HB Wealth Management, LLC","12/31/2021","586","9,705",""
"Cross Staff Investments Inc","12/31/2021","586","9,697",""
"YorkBridge Wealth Partners, LLC","12/31/2021","585","9,694",""
"People's United Financial, Inc.","12/31/2021","577","9,554",""
"Financial Perspectives, Inc","12/31/2021","573","9,494",""
"CLIFFORD SWAN INVESTMENT COUNSEL LLC","12/31/2021","571","9,459",""
"WITTENBERG INVESTMENT MANAGEMENT, INC.","12/31/2021","571","9,450",""
"SKBA CAPITAL MANAGEMENT LLC","12/31/2021","566","9,370",""
"Laurel Wealth Advisors, Inc.","12/31/2021","564","9,345",""
"KRAEMATON INVESTMENT ADVISORS, INC","12/31/2021","563","9,322",""
"MML INVESTORS SERVICES, LLC","12/31/2021","561","9,299",""
"Willow Creek Wealth Management Inc.","12/31/2021","559","9,253",""
"ARTHUR M. COHEN & ASSOCIATES, LLC","12/31/2021","556","9,204",""
"Meadow Creek Wealth Advisors LLC","12/31/2021","543","8,995",""
"4J Wealth Management LLC","12/31/2021","542","8,979",""
"Apexium Financial, LP","12/31/2021","540","8,940",""
"WOLVERINE TRADING, LLC","12/31/2021","540","8,920",""
"WESTWOOD HOLDINGS GROUP INC","12/31/2021","528","8,750",""
"Rempart Asset Management Inc.","12/31/2021","525","8,700",""
"FINANCIAL COUNSELORS INC","12/31/2021","521","8,630",""
"BOOTHBAY FUND MANAGEMENT, LLC","12/31/2021","512","8,484",""
"BAILARD, INC.","12/31/2021","507","8,394",""
"Astrantus Ltd","12/31/2021","506","8,380",""
"Glenview Trust Co","12/31/2021","493","8,162",""
"Independent Advisor Alliance","12/31/2021","489","8,094",""
"DIXON HUBARD FEINOUR & BROWN INC/VA","12/31/2021","483","7,993",""
"Bayesian Capital Management, LP","12/31/2021","483","7,992",""
"CORTLAND ASSOCIATES INC/MO","12/31/2021","476","7,883",""
"Main Street Financial Solutions, LLC","12/31/2021","470","7,778",""
"Fortress Wealth Group, LLC","12/31/2021","442","7,765",""
"AMG National Trust Bank","12/31/2021","464","7,688",""
"Cypress Capital Group","12/31/2021","463","7,664",""
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main","12/31/2021","461","7,650",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2021","456","7,559",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2021","456","7,559",""
"Value Partners Investments Inc.","12/31/2021","453","7,518",""
"Checchi Capital Advisers, LLC","12/31/2021","451","7,477",""
"Intersect Capital LLC","12/31/2021","445","7,363",""
"Cerity Partners LLC","12/31/2021","443","7,336",""
"Frisch Financial Group, Inc.","12/31/2021","442","7,315",""
"Voya Investment Management LLC","12/31/2021","442","7,314",""
"GYL Financial Synergies, LLC","12/31/2021","440","7,291",""
"PARK AVENUE SECURITIES LLC","12/31/2021","440","7,285",""
"Vivaldi Capital Management LP","12/31/2021","439","7,275",""
"Walleye Trading LLC","12/31/2021","435","7,200","put"
"NEXT Financial Group, Inc","12/31/2021","433","7,170",""
"JustInvest LLC","12/31/2021","430","7,118",""
"Bartlett & Co. LLC","12/31/2021","430","7,114",""
"BARTLETT & CO. WEALTH MANAGEMENT LLC","12/31/2021","429","7,114",""
"NewEdge Advisors, LLC","12/31/2021","426","7,064",""
"STEPHENS INC /AR/","12/31/2021","416","6,886",""
"Heartwood Wealth Advisors LLC","12/31/2021","415","6,875",""
"Financial Architects, Inc","12/31/2021","412","6,829",""
"BUCKINGHAM STRATEGIC WEALTH, LLC","12/31/2021","410","6,794",""
"BOKF, NA","12/31/2021","408","6,770",""
"Enterprise Trust & Investment Co","12/31/2021","408","6,750",""
"Walker Asset Management, LLC","12/31/2021","407","6,735",""
"GRIFFIN ASSET MANAGEMENT, INC.","12/31/2021","399","6,614",""
"D.A. DAVIDSON & CO.","12/31/2021","399","6,610",""
"FLAGSHIP HARBOR ADVISORS, LLC","12/31/2021","395","6,537",""
"Intercontinental Wealth Advisors, LLC","12/31/2021","391","6,475",""
"American Portfolios Advisors","12/31/2021","388","6,437",""
"LEVIN CAPITAL STRATEGIES, L.P.","12/31/2021","383","6,343",""
"Dorsey & Whitney Trust CO LLC","12/31/2021","375","6,197",""
"OBERMEYER WOOD INVESTMENT COUNSEL, LLLP","12/31/2021","373","6,179",""
"GOULD ASSET MANAGEMENT LLC /CA/","12/31/2021","368","6,095",""
"FORT WASHINGTON INVESTMENT ADVISORS INC /OH/","12/31/2021","367","6,081",""
"Destination Wealth Management","12/31/2021","367","6,075",""
"Veritas Investment Partners (UK) Ltd.","12/31/2021","362","6,000",""
"GUGGENHEIM CAPITAL LLC","12/31/2021","360","5,957",""
"Fortis Advisors, LLC","12/31/2021","358","5,925",""
"Advisors Asset Management, Inc.","12/31/2021","352","5,829",""
"Nicholas Hoffman & Company, LLC.","12/31/2021","350","5,804",""
"Autumn Glory Partners, LLC","12/31/2021","348","5,770",""
"Pure Financial Advisors, LLC","12/31/2021","346","5,730",""
"NewEdge Wealth, LLC","12/31/2021","346","5,730",""
"Turim 21 Investimentos Ltda.","12/31/2021","344","5,700",""
"NWAM LLC","12/31/2021","340","5,625",""
"Cable Hill Partners, LLC","12/31/2021","332","5,500",""
"Cubic Asset Management, LLC","12/31/2021","326","5,400",""
"Beacon Pointe Advisors, LLC","12/31/2021","326","5,391",""
"Lombard Odier Asset Management (Switzerland) SA","12/31/2021","409","5,350",""
"Corient Capital Partners, LLC","12/31/2021","322","5,327",""
"XTX Topco Ltd","12/31/2021","317","5,256",""
"Forum Financial Management, LP","12/31/2021","317","5,250",""
"Community Bank & Trust, Waco, Texas","12/31/2021","314","5,205",""
"HM PAYSON & CO","12/31/2021","314","5,200",""
"MBB PUBLIC MARKETS I LLC","12/31/2021","314","5,200",""
"Bard Financial Services, Inc.","12/31/2021","314","5,195",""
"BROWN BROTHERS HARRIMAN & CO","12/31/2021","310","5,132",""
"CoreCap Advisors, LLC","12/31/2021","309","5,121",""
"BOSTON PRIVATE WEALTH LLC","12/31/2021","309","5,107",""
"Vestmark Advisory Solutions, Inc.","12/31/2021","307","5,087",""
"Oakworth Capital, Inc.","12/31/2021","307","5,083",""
"Washington Trust Advisors, Inc.","12/31/2021","304","5,026",""
"Laurus Investment Counsel Inc.","12/31/2021","387","5,015",""
"AJ WEALTH STRATEGIES, LLC","12/31/2021","302","5,000",""
"Kovack Advisors, Inc.","12/31/2021","301","4,986",""
"BOSTON FINANCIAL MANGEMENT LLC","12/31/2021","299","4,957",""
"MERCER GLOBAL ADVISORS INC /ADV","12/31/2021","297","4,920",""
"RMR Wealth Builders","12/31/2021","296","4,899",""
"LINCOLN NATIONAL CORP","12/31/2021","288","4,762",""
"55I, LLC","12/31/2021","286","4,731",""
"National Asset Management, Inc.","12/31/2021","286","4,722",""
"COMMERCE BANK","12/31/2021","285","4,712",""
"Galvin, Gaustad & Stein, LLC","12/31/2021","284","4,711",""
"Zullo Investment Group, Inc.","12/31/2021","284","4,700",""
"Covington Capital Management","12/31/2021","282","4,677",""
"AIA Group Ltd","12/31/2021","282","4,675",""
"Wealthspire Advisors, LLC","12/31/2021","281","4,662",""
"MACQUARIE GROUP LTD","12/31/2021","281","4,654",""
"RE Dickinson Investment Advisors, LLC","12/31/2021","278","4,608",""
"Sheaff Brock Investment Advisors, LLC","12/31/2021","277","4,589",""
"Verity & Verity, LLC","12/31/2021","275","4,560",""
"CAPITAL ONE FINANCIAL CORP","12/31/2021","274","4,537",""
"CWS Financial Advisors, LLC","12/31/2021","274","4,536",""
"Dana Investment Advisors, Inc.","12/31/2021","272","4,500",""
"Global Wealth Management Investment Advisory, Inc.","12/31/2021","270","4,473",""
"Joel Isaacson & Co., LLC","12/31/2021","270","4,471",""
"BRIGHTON JONES LLC","12/31/2021","269","4,458",""
"Wakefield Asset Management LLLP","12/31/2021","269","4,447",""
"Clarius Group, LLC","12/31/2021","268","4,446",""
"Hilltop Holdings Inc.","12/31/2021","266","4,408",""
"Veritas Investment Management (UK) Ltd","12/31/2021","330","4,326",""
"PINNACLE ASSOCIATES LTD","12/31/2021","261","4,326",""
"9258 Wealth Management, LLC","12/31/2021","255","4,215",""
"Addison Advisors LLC","12/31/2021","254","4,205",""
"SIGNATUREFD, LLC","12/31/2021","253","4,196",""
"WSFS CAPITAL MANAGEMENT, LLC","12/31/2021","253","4,186",""
"Fayez Sarofim & Co","12/31/2021","252","4,177",""
"IHT Wealth Management, LLC","12/31/2021","250","4,139",""
"ASB Consultores, LLC","12/31/2021","250","4,137",""
"Stratos Wealth Partners, LTD.","12/31/2021","249","4,130",""
"Valeo Financial Advisors, LLC","12/31/2021","240","3,974",""
"SAYBROOK CAPITAL /NC","12/31/2021","239","3,965",""
"Glassman Wealth Services","12/31/2021","239","3,951",""
"Cresset Asset Management, LLC","12/31/2021","237","3,929",""
"REGENTATLANTIC CAPITAL LLC","12/31/2021","237","3,918",""
"HighTower Trust Services, LTA","12/31/2021","237","3,918",""
"qPULA Trading Management LP","12/31/2021","235","3,900",""
"American Trust Investment Advisors, LLC","12/31/2021","230","3,802",""
"BTR CAPITAL MANAGEMENT INC","12/31/2021","229","3,795",""
"Pembroke Management, LTD","12/31/2021","289","3,783",""
"Wealthsimple Inc.","12/31/2021","228","3,766",""
"Inscription Capital, LLC","12/31/2021","227","3,760",""
"Prospera Financial Services Inc","12/31/2021","226","3,750",""
"Citizens Financial Group Inc/RI","12/31/2021","226","3,749",""
"GARRISON BRADFORD & ASSOCIATES INC","12/31/2021","223","3,700",""
"LORING WOLCOTT & COOLIDGE FIDUCIARY ADVISORS LLP/MA","12/31/2021","223","3,694",""
"Blue Barn Wealth, LLC","12/31/2021","222","3,683",""
"HARBOUR INVESTMENTS, INC.","12/31/2021","222","3,680",""
"EP Wealth Advisors, LLC","12/31/2021","221","3,664",""
"Ameritas Advisory Services, LLC","12/31/2021","220","3,644",""
"BRAVE ASSET MANAGEMENT INC","12/31/2021","217","3,600",""
"CHICKASAW CAPITAL MANAGEMENT LLC","12/31/2021","217","3,591",""
"Reynders McVeigh Capital Management, LLC","12/31/2021","216","3,577",""
"Capital Investment Advisors, LLC","12/31/2021","215","3,568",""
"PIN OAK INVESTMENT ADVISORS INC","12/31/2021","214","3,549",""
"Moloney Securities Asset Management, LLC","12/31/2021","212","3,515",""
"Pettinga Financial Advisors, LLC","12/31/2021","212","3,509",""
"FIRST NATIONAL BANK SIOUX FALLS","12/31/2021","210","3,481",""
"Vident Investment Advisory, LLC","12/31/2021","208","3,437",""
"Principle Wealth Partners LLC","12/31/2021","207","3,425",""
"Evanson Asset Management, LLC","12/31/2021","205","3,403",""
"MAI Capital Management","12/31/2021","204","3,384",""
"Graypoint LLC","12/31/2021","204","3,376",""
"THOMPSON SIEGEL & WALMSLEY LLC","12/31/2021","204","3,375",""
"Omnia Family Wealth, LLC","12/31/2021","204","3,374",""
"BURNS J W & CO INC/NY","12/31/2021","203","3,367",""
"Carnegie Capital Asset Management, LLC","12/31/2021","203","3,357",""
"Tower Research Capital LLC (TRC)","12/31/2021","198","3,282",""
"PEAK6 Investments LLC","12/31/2021","193","3,200","call"
"Graves-Light Private Wealth Management, Inc.","12/31/2021","188","3,109",""
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.","12/31/2021","182","3,007",""
"Patriot Financial Group Insurance Agency, LLC","12/31/2021","172","2,853",""
"UMB BANK N A/MO","12/31/2021","172","2,848",""
"Carroll Financial Associates, Inc.","12/31/2021","166","2,730",""
"BREWIN DOLPHIN LTD","12/31/2021","163","2,697",""
"BDO Wealth Advisors, LLC","12/31/2021","151","2,500",""
"Aquatic Capital Management LLC","12/31/2021","139","2,300",""
"CENTAURUS FINANCIAL, INC.","12/31/2021","136","2,259",""
"HARBOR INVESTMENT ADVISORY, LLC","12/31/2021","121","2,008",""
"GPS Wealth Strategies Group, LLC","12/31/2021","121","2,000",""
"Freedman Financial Associates, Inc.","12/31/2021","117","1,944",""
"Eagle Bay Advisors LLC","12/31/2021","116","1,925",""
"TCI Wealth Advisors, Inc.","12/31/2021","111","1,831",""
"WASHINGTON TRUST Co","12/31/2021","110","1,826",""
"HUNTINGTON NATIONAL BANK","12/31/2021","104","1,718",""
"SELDON CAPITAL LP","12/31/2021","99","1,633",""
"FIFTH THIRD BANCORP","12/31/2021","98","1,621",""
"Amplius Wealth Advisors, LLC","12/31/2021","97","1,610",""
"Community Bank, N.A.","12/31/2021","92","1,528",""
"Rosenberg Matthew Hamilton","12/31/2021","91","1,513",""
"Hillsdale Investment Management Inc.","12/31/2021","85","1,400",""
"MEEDER ASSET MANAGEMENT INC","12/31/2021","81","1,336",""
"State of Wyoming","12/31/2021","81","1,336",""
"Baystate Wealth Management LLC","12/31/2021","77","1,267",""
"BESSEMER GROUP INC","12/31/2021","76","1,259",""
"First Command Financial Services, Inc.","12/31/2021","72","1,185",""
"First Command Bank","12/31/2021","63","1,185",""
"Column Capital Advisors, LLC","12/31/2021","71","1,182",""
"Edge Wealth Management LLC","12/31/2021","70","1,157",""
"JNBA Financial Advisors","12/31/2021","67","1,117",""
"Vigilant Capital Management, LLC","12/31/2021","67","1,110",""
"BNP PARIBAS ARBITRAGE, SA","12/31/2021","65","1,081",""
"PNC Financial Services Group, Inc.","12/31/2021","64","1,067",""
"US BANCORP \DE\","12/31/2021","61","1,006",""
"Cordasco Financial Network","12/31/2021","60","988",""
"Pinnacle Bancorp, Inc.","12/31/2021","59","973",""
"Elmwood Wealth Management, Inc.","12/31/2021","54","900",""
"DELTA ASSET MANAGEMENT LLC/TN","12/31/2021","54","899",""
"QUADRANT CAPITAL GROUP LLC","12/31/2021","51","852",""
"TOTH FINANCIAL ADVISORY CORP","12/31/2021","48","800",""
"EXCHANGE TRADED CONCEPTS, LLC","12/31/2021","46","754",""
"BREWIN DOLPHIN WEALTH MANAGEMENT LTD","12/31/2021","45","750",""
"EDMOND DE ROTHSCHILD HOLDING S.A.","12/31/2021","43","705",""
"Zions Bancorporation, N.A.","12/31/2021","41","686",""
"CWM, LLC","12/31/2021","41","680",""
"SIGNET FINANCIAL MANAGEMENT, LLC","12/31/2021","39","644",""
"BENJAMIN F. EDWARDS & COMPANY, INC.","12/31/2021","38","625",""
"SouthState Corp","12/31/2021","38","622",""
"First Horizon Advisors, Inc.","12/31/2021","37","621",""
"Hudock, Inc.","12/31/2021","35","593",""
"Carmichael Hill & Associates, Inc.","12/31/2021","35","580",""
"TRUSTCORE FINANCIAL SERVICES, LLC","12/31/2021","31","511",""
"CITY HOLDING CO","12/31/2021","27","488",""
"HHM Wealth Advisors, LLC","12/31/2021","29","475",""
"Smithfield Trust Co","12/31/2021","29","467",""
"Strategic Asset Management, LLC","12/31/2021","27","443",""
"MASSMUTUAL TRUST CO FSB/ADV","12/31/2021","26","435",""
"Disciplined Investments, LLC","12/31/2021","26","425",""
"Lindbrook Capital, LLC","12/31/2021","26","423",""
"Sandy Spring Bank","12/31/2021","25","419",""
"Holloway Wealth Management, LLC","12/31/2021","25","412",""
"Western Pacific Wealth Management, LP","12/31/2021","23","391",""
"Lenox Wealth Advisors, LLC","12/31/2021","23","375",""
"Tradition Wealth Management, LLC","12/31/2021","22","361",""
"Sugarloaf Wealth Management, LLC","12/31/2021","21","352",""
"TimeScale Financial, Inc.","12/31/2021","21","351",""
"Quent Capital, LLC","12/31/2021","21","345",""
"Parallel Advisors, LLC","12/31/2021","21","342",""
"Evoke Wealth, LLC","12/31/2021","19","312",""
"Paragon Capital Management Ltd","12/31/2021","19","309",""
"EMFO, LLC","12/31/2021","18","300",""
"Mascoma Wealth Management LLC","12/31/2021","18","300",""
"SJS Investment Consulting Inc.","12/31/2021","18","297",""
"Koshinski Asset Management, Inc.","12/31/2021","16","270",""
"Sierra Capital LLC","12/31/2021","15","249",""
"Cribstone Capital Management, LLC","12/31/2021","14","240",""
"CHILTON CAPITAL MANAGEMENT LLC","12/31/2021","14","235",""
"EverSource Wealth Advisors, LLC","12/31/2021","13","227",""
"Beaird Harris Wealth Management, LLC","12/31/2021","13","222",""
"Orion Capital Management LLC","12/31/2021","13","208",""
"Snowden Capital Advisors LLC","12/31/2021","12","204",""
"Ahrens Investment Partners LLC","12/31/2021","12","200",""
"Artemis Wealth Advisors, LLC","12/31/2021","11","189",""
"Artemis Wealth Advisors, LLC","12/31/2021","11","189",""
"ATLAS CAPITAL ADVISORS LLC","12/31/2021","11","186",""
"Kelly Financial Services LLC","12/31/2021","10","174",""
"North Star Investment Management Corp.","12/31/2021","10","168",""
"Plante Moran Financial Advisors, LLC","12/31/2021","9","157",""
"AdvisorNet Financial, Inc","12/31/2021","9","151",""
"BOURGEON CAPITAL MANAGEMENT LLC","12/31/2021","9","150",""
"EARNEST PARTNERS LLC","12/31/2021","9","142",""
"Fieldpoint Private Securities, LLC","12/31/2021","9","141",""
"Endurance Wealth Management, Inc.","12/31/2021","8","138",""
"Allworth Financial LP","12/31/2021","8","138",""
"McIlrath & Eck, LLC","12/31/2021","8","134",""
"ROCKY MOUNTAIN ADVISERS, LLC","12/31/2021","8","127",""
"Charter Oak Capital Management, LLC","12/31/2021","7","122",""
"BELLEVUE ASSET MANAGEMENT, LLC","12/31/2021","7","115",""
"Ellis Investment Partners, LLC","12/31/2021","6","112",""
"Financial Management Professionals, Inc.","12/31/2021","7","110",""
"BerganKDV Wealth Management, LLC","12/31/2021","6","106",""
"Destiny Wealth Partners, LLC","12/31/2021","6","102",""
"SRS Capital Advisors, Inc.","12/31/2021","6","101",""
"Capital Analysts, LLC","12/31/2021","5","91",""
"Highlander Capital Management, LLC","12/31/2021","5","90",""
"Truvestments Capital LLC","12/31/2021","5","86",""
"LOGAN CAPITAL MANAGEMENT INC","12/31/2021","5","84",""
"Gemmer Asset Management LLC","12/31/2021","5","75",""
"JONES FINANCIAL COMPANIES LLLP","12/31/2021","4","72",""
"Bogart Wealth, LLC","12/31/2021","4","68",""
"Financial Gravity Asset Management, Inc.","12/31/2021","2","60",""
"St. Johns Investment Management Company, LLC","12/31/2021","3","55",""
"SALEM INVESTMENT COUNSELORS INC","12/31/2021","3","52",""
"CREATIVE FINANCIAL DESIGNS INC /ADV","12/31/2021","3","45",""
"REILLY FINANCIAL ADVISORS, LLC","12/31/2021","2","37",""
"Lloyd Advisory Services, LLC.","12/31/2021","2","32",""
"JFS WEALTH ADVISORS, LLC","12/31/2021","2","28",""
"Prestige Wealth Management Group LLC","12/31/2021","2","25",""
"Bedel Financial Consulting, Inc.","12/31/2021","1","24",""
"SITTNER & NELSON, LLC","12/31/2021","1","18",""
"NFJ INVESTMENT GROUP, LLC","12/31/2021","1","13",""
"Bell Investment Advisors, Inc","12/31/2021","1","13",""
"Syverson Strege & Co","12/31/2021","1","12",""
"Sound Income Strategies, LLC","12/31/2021","1","11",""
"NISA INVESTMENT ADVISORS, LLC","12/31/2021","0","9",""
"Edge Wealth Management LLC","12/31/2021","1","7",""
"JJJ Advisors Inc.","12/31/2021","0","3",""
"Total Clarity Wealth Management, Inc.","12/31/2021","0","3",""
"EXANE DERIVATIVES","12/31/2021","0","1",""
"HighMark Wealth Management LLC","12/31/2021","0","1",""
"Bellwether Advisors, LLC","12/31/2021","0","0",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2021","0","0",""
"Ellevest, Inc.","12/31/2021","0","0",""
