"Manager","Report Date","Value ($000)","Shares","Option Type"
"Glassman Wealth Services","12/31/2021","43","606",""
"HALL LAURIE J TRUSTEE","12/31/2021","43","600",""
"Kistler-Tiffany Companies, LLC","12/31/2021","43","595",""
"Retirement Planning Co of New England, Inc.","12/31/2021","42","591",""
"EXCHANGE TRADED CONCEPTS, LLC","12/31/2021","42","584",""
"Lipe & Dalton","12/31/2021","41","575",""
"BENJAMIN F. EDWARDS & COMPANY, INC.","12/31/2021","38","525",""
"North Star Investment Management Corp.","12/31/2021","36","500",""
"WEST BANCORPORATION INC","12/31/2021","33","462",""
"NEXT Financial Group, Inc","12/31/2021","32","440",""
"Charter Oak Capital Management, LLC","12/31/2021","31","438",""
"Banque Cantonale Vaudoise","12/31/2021","30","420",""
"Knott David M Jr","12/31/2021","29","400",""
"CENTRAL TRUST Co","12/31/2021","29","400",""
"Lenox Wealth Advisors, LLC","12/31/2021","29","400",""
"Zions Bancorporation, N.A.","12/31/2021","28","388",""
"ATLAS CAPITAL ADVISORS LLC","12/31/2021","26","365",""
"Capital Analysts, LLC","12/31/2021","26","365",""
"CoreCap Advisors, LLC","12/31/2021","23","323",""
"SALEM INVESTMENT COUNSELORS INC","12/31/2021","23","315",""
"Front Row Advisors LLC","12/31/2021","22","300",""
"Strategic Asset Management, LLC","12/31/2021","21","287",""
"PNC Financial Services Group, Inc.","12/31/2021","20","282",""
"Manchester Capital Management LLC","12/31/2021","18","257",""
"Daiwa Securities Group Inc.","12/31/2021","17","235",""
"BerganKDV Wealth Management, LLC","12/31/2021","17","231",""
"DELTA ASSET MANAGEMENT LLC/TN","12/31/2021","16","225",""
"CAMBRIDGE TRUST CO","12/31/2021","16","223",""
"MASSMUTUAL TRUST CO FSB/ADV","12/31/2021","16","217",""
"Dixon Hughes Goodman Wealth Advisors LLC","12/31/2021","15","204",""
"First Horizon Advisors, Inc.","12/31/2021","14","202",""
"Community Bank, N.A.","12/31/2021","14","200",""
"HUNTINGTON NATIONAL BANK","12/31/2021","14","200",""
"TSFG, LLC","12/31/2021","13","180",""
"AlphaMark Advisors, LLC","12/31/2021","13","180",""
"EARNEST PARTNERS LLC","12/31/2021","11","161",""
"Retirement Group, LLC","12/31/2021","10","146",""
"GPS Wealth Strategies Group, LLC","12/31/2021","10","145",""
"Laurel Wealth Planning LLC","12/31/2021","10","144",""
"Bell Investment Advisors, Inc","12/31/2021","10","141",""
"JFS WEALTH ADVISORS, LLC","12/31/2021","9","127",""
"Carolina Wealth Advisors, LLC","12/31/2021","7","100",""
"Financial Perspectives, Inc","12/31/2021","7","100",""
"Farmers & Merchants Trust Co of Chambersburg PA","12/31/2021","7","100",""
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC","12/31/2021","6","90",""
"Mascoma Wealth Management LLC","12/31/2021","6","85",""
"HHM Wealth Advisors, LLC","12/31/2021","6","85",""
"EverSource Wealth Advisors, LLC","12/31/2021","6","81",""
"Private Capital Group, LLC","12/31/2021","5","76",""
"Financial Management Professionals, Inc.","12/31/2021","5","69",""
"Koshinski Asset Management, Inc.","12/31/2021","4","60",""
"PFG Private Wealth Management, LLC","12/31/2021","4","54",""
"Endurance Wealth Management, Inc.","12/31/2021","3","42",""
"Archer Investment Corp","12/31/2021","2","37",""
"Mach-1 Financial Group, Inc.","12/31/2021","2","37",""
"Eagle Bay Advisors LLC","12/31/2021","2","32",""
"INSTITUTIONAL & FAMILY ASSET MANAGEMENT, LLC","12/31/2021","2","28",""
"Gemmer Asset Management LLC","12/31/2021","2","27",""
"RGT Wealth Advisors, LLC","12/31/2021","2","27",""
"SOA Wealth Advisors, LLC.","12/31/2021","1","25",""
"Sierra Capital LLC","12/31/2021","1","19",""
"CWM, LLC","12/31/2021","1","12",""
"Private Ocean, LLC","12/31/2021","1","8",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2021","0","0",""
"Erste Asset Management GmbH","12/31/2021","0","0",""
