"Manager","Report Date","Value ($000)","Shares","Option Type"
"Trifecta Capital Advisors, LLC","12/31/2023","227","2,299",""
"BESSEMER GROUP INC","12/31/2023","227","2,286",""
"Atria Wealth Solutions, Inc.","12/31/2023","225","2,277",""
"DAVENPORT & Co LLC","12/31/2023","222","2,252",""
"Townsend & Associates, Inc","12/31/2023","213","2,225",""
"REDW Wealth LLC","12/31/2023","219","2,220",""
"Bogart Wealth, LLC","12/31/2023","217","2,202",""
"Checchi Capital Advisers, LLC","12/31/2023","215","2,175",""
"Investors Research Corp","12/31/2023","213","2,157",""
"PATRICK M SWEENEY & ASSOCIATES, INC","12/31/2023","207","2,100",""
"Firestone Capital Management","12/31/2023","207","2,100",""
"RMB Capital Management, LLC","12/31/2023","205","2,079",""
"GLENMEDE TRUST CO NA","12/31/2023","205","2,076",""
"Riverpoint Wealth Management Holdings, LLC","12/31/2023","205","2,075",""
"WRAPMANAGER INC","12/31/2023","203","2,058",""
"SNS Financial Group, LLC","12/31/2023","203","2,057",""
"Tacita Capital Inc","12/31/2023","201","2,031",""
"Desjardins Global Asset Management Inc.","12/31/2023","174","1,754",""
"GAMMA Investing LLC","12/31/2023","163","1,740",""
"Walleye Capital LLC","12/31/2023","168","1,700","put"
"QUADRANT CAPITAL GROUP LLC","12/31/2023","167","1,689",""
"Avior Wealth Management, LLC","12/31/2023","165","1,677",""
"WEBSTER BANK, N. A.","12/31/2023","138","1,400",""
"TOBAM","12/31/2023","135","1,355",""
"ACADIAN ASSET MANAGEMENT LLC","12/31/2023","133","1,342",""
"BARTLETT & CO. WEALTH MANAGEMENT LLC","12/31/2023","131","1,330",""
"Bartlett & Co. LLC","12/31/2023","0","1,330",""
"Allworth Financial LP","12/31/2023","130","1,321",""
"CALDWELL SUTTER CAPITAL, INC.","12/31/2023","114","1,154",""
"State of Wyoming","12/31/2023","107","1,088",""
"CENTRAL TRUST Co","12/31/2023","101","1,030",""
"Icon Wealth Advisors, LLC","12/31/2023","100","1,013",""
"JNBA Financial Advisors","12/31/2023","98","1,000",""
"WASHINGTON TRUST Co","12/31/2023","98","1,000",""
"AdvisorNet Financial, Inc","12/31/2023","98","1,000",""
"TOMPKINS FINANCIAL CORP","12/31/2023","98","1,000",""
"RHUMBLINE ADVISERS","12/31/2023","98","995",""
"Advisory Services Network, LLC","12/31/2023","97","990",""
"Iron Horse Wealth Management, LLC","12/31/2023","96","980",""
"Winthrop Capital Management, LLC","12/31/2023","96","973",""
"BLUE BELL PRIVATE WEALTH MANAGEMENT, LLC","12/31/2023","94","960",""
"BKM Wealth Management, LLC","12/31/2023","93","942",""
"Pathway Financial Advisers, LLC","12/31/2023","92","933",""
"WHITTIER TRUST CO","12/31/2023","91","926",""
"HUNTINGTON NATIONAL BANK","12/31/2023","88","891",""
"JANICZEK WEALTH MANAGEMENT, LLC","12/31/2023","85","861",""
"Stonehage Fleming Financial Services Holdings Ltd","12/31/2023","82","819",""
"Stonehage Fleming Financial Services Holdings Ltd","12/31/2023","82","819",""
"DHJJ Financial Advisors, Ltd.","12/31/2023","79","803",""
"Bray Capital Advisors","12/31/2023","79","800",""
"McGlone Suttner Wealth Management, Inc.","12/31/2023","76","775",""
"Farther Finance Advisors, LLC","12/31/2023","67","683",""
"CWM, LLC","12/31/2023","67","678",""
"Compass Wealth Management LLC","12/31/2023","59","600",""
"Independence Bank of Kentucky","12/31/2023","59","600",""
"Princeton Global Asset Management LLC","12/31/2023","59","600",""
"PRIVATE TRUST CO NA","12/31/2023","59","598",""
"Russell Investments Group, Ltd.","12/31/2023","57","578",""
"Hexagon Capital Partners LLC","12/31/2023","54","554",""
"Global Retirement Partners, LLC","12/31/2023","49","527",""
"PNC FINANCIAL SERVICES GROUP, INC.","12/31/2023","51","517",""
"Grove Bank & Trust","12/31/2023","50","510",""
"FIRST MANHATTAN CO. LLC.","12/31/2023","49","500",""
"IAG Wealth Partners, LLC","12/31/2023","49","496",""
"EverSource Wealth Advisors, LLC","12/31/2023","45","463",""
"Capital Analysts, LLC","12/31/2023","45","457",""
"MASSMUTUAL TRUST CO FSB/ADV","12/31/2023","44","451",""
"Headlands Technologies LLC","12/31/2023","43","443",""
"Blue Trust, Inc.","12/31/2023","36","429",""
"Cullen/Frost Bankers, Inc.","12/31/2023","41","417",""
"Strategic Investment Solutions, Inc. /IL","12/31/2023","39","400",""
"Glassman Wealth Services","12/31/2023","36","370",""
"Winch Advisory Services, LLC","12/31/2023","34","350",""
"BOKF, NA","12/31/2023","33","342",""
"Compagnie Lombard Odier SCmA","12/31/2023","33","340",""
"PRINCIPAL SECURITIES, INC.","12/31/2023","33","338",""
"Zions Bancorporation, N.A.","12/31/2023","30","310",""
"Cutler Group LLC / CA","12/31/2023","30","309",""
"TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH PZU SA","12/31/2023","26","270",""
"VisionPoint Advisory Group, LLC","12/31/2023","25","262",""
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.","12/31/2023","23","240",""
"Financial Avengers, Inc.","12/31/2023","21","213",""
"NewEdge Advisors, LLC","12/31/2023","20","208",""
"ROTHSCHILD INVESTMENT LLC","12/31/2023","19","200",""
"JFS WEALTH ADVISORS, LLC","12/31/2023","19","194",""
"Financial Management Professionals, Inc.","12/31/2023","19","193",""
"ATLAS CAPITAL ADVISORS LLC","12/31/2023","18","190",""
"Bruce G. Allen Investments, LLC","12/31/2023","18","182",""
"WFA Asset Management Corp","12/31/2023","17","181",""
"GHP Investment Advisors, Inc.","12/31/2023","15","161",""
"McIlrath & Eck, LLC","12/31/2023","15","160",""
"Smartleaf Asset Management LLC","12/31/2023","15","158",""
"Focused Wealth Management, Inc","12/31/2023","14","150",""
"Tradewinds Capital Management, LLC","12/31/2023","12","125",""
"Daiwa Securities Group Inc.","12/31/2023","12","120",""
"Farmers & Merchants Trust Co of Chambersburg PA","12/31/2023","12","117",""
"Silicon Valley Capital Partners","12/31/2023","11","117",""
"GPS Wealth Strategies Group, LLC","12/31/2023","11","115",""
"ASSETMARK, INC","12/31/2023","11","115",""
"Optiver Holding B.V.","12/31/2023","10","110",""
"MCF Advisors LLC","12/31/2023","10","110",""
"City State Bank","12/31/2023","10","100",""
"Castleview Partners, LLC","12/31/2023","9","100",""
"MARK SHEPTOFF FINANCIAL PLANNING, LLC","12/31/2023","9","100",""
"Pineridge Advisors LLC","12/31/2023","9","96",""
"BNP PARIBAS FINANCIAL MARKETS","12/31/2023","8","83",""
"MeadowBrook Investment Advisors LLC","12/31/2023","7","75",""
"Private Ocean, LLC","12/31/2023","7","73",""
"Signature Resources Capital Management, LLC","12/31/2023","7","71",""
"Penserra Capital Management LLC","12/31/2023","5","60",""
"Venturi Wealth Management, LLC","12/31/2023","5","60",""
"CREATIVE FINANCIAL DESIGNS INC /ADV","12/31/2023","5","55",""
"IFP Advisors, Inc","12/31/2023","4","50",""
"Financial Perspectives, Inc","12/31/2023","4","45",""
"EXCHANGE TRADED CONCEPTS, LLC","12/31/2023","4","44",""
"MOTCO","12/31/2023","3","40",""
"Colonial Trust Advisors","12/31/2023","3","40",""
"Frazier Financial Advisors, LLC","12/31/2023","3","34",""
"Western Pacific Wealth Management, LP","12/31/2023","3","32",""
"First Horizon Advisors, Inc.","12/31/2023","2","28",""
"Sandy Spring Bank","12/31/2023","2","23",""
"Baystate Wealth Management LLC","12/31/2023","1","11",""
"D.A. DAVIDSON & CO.","12/31/2023","19","10","put"
"Atlantic Edge Private Wealth Management, LLC","12/31/2023","0","5",""
"IBEX WEALTH ADVISORS","12/31/2023","0","3",""
"Moisand Fitzgerald Tamayo, LLC","12/31/2023","0","1",""
"Financial Gravity Asset Management, Inc.","12/31/2023","0","0",""
"Financial Gravity Asset Management, Inc.","12/31/2023","0","0",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2023","0","0",""
"Erste Asset Management GmbH","12/31/2023","0","0",""
