"Manager","Report Date","Value ($000)","Shares","Option Type"
"Tradewinds Capital Management, LLC","12/31/2020","10","125",""
"Global Retirement Partners, LLC","12/31/2020","9","123",""
"SRS Capital Advisors, Inc.","12/31/2020","9","119",""
"Glassman Wealth Services","12/31/2020","9","118",""
"ASSETMARK, INC","12/31/2020","9","115",""
"MANCHESTER FINANCIAL INC","12/31/2020","8","100",""
"MARK SHEPTOFF FINANCIAL PLANNING, LLC","12/31/2020","8","100",""
"MBM Wealth Consultants, LLC","12/31/2020","7","87",""
"McCarthy Grittinger Financial Group, LLC","12/31/2020","6","86",""
"Pinnacle Wealth Planning Services, Inc.","12/31/2020","6","82",""
"EARNEST PARTNERS LLC","12/31/2020","6","81",""
"Financial Management Professionals, Inc.","12/31/2020","6","81",""
"Ten Capital Wealth Advisors, LLC","12/31/2020","6","77",""
"BELLEVUE ASSET MANAGEMENT, LLC","12/31/2020","5","70",""
"IAG Wealth Partners, LLC","12/31/2020","6","67",""
"Gradient Investments LLC","12/31/2020","4","66",""
"EXANE DERIVATIVES","12/31/2020","4","65",""
"HHM Wealth Advisors, LLC","12/31/2020","5","65",""
"Pacitti Group Inc.","12/31/2020","4","63",""
"First Horizon Advisors, Inc.","12/31/2020","4","62",""
"CREATIVE FINANCIAL DESIGNS INC /ADV","12/31/2020","4","59",""
"Financial Perspectives, Inc","12/31/2020","3","42",""
"MOTCO","12/31/2020","3","40",""
"Lenox Wealth Advisors, LLC","12/31/2020","3","35",""
"Sugarloaf Wealth Management, LLC","12/31/2020","3","33",""
"Tarbox Family Office, Inc.","12/31/2020","2","25",""
"Barrett Asset Management, LLC","12/31/2020","2","25",""
"CWM, LLC","12/31/2020","2","24",""
"EVOKE WEALTH, LLC","12/31/2020","2","20",""
"Clearview Wealth Advisors LLC","12/31/2020","1","17",""
"HARBOR INVESTMENT ADVISORY, LLC","12/31/2020","1","17",""
"Cullen/Frost Bankers, Inc.","12/31/2020","1","12",""
"Baystate Wealth Management LLC","12/31/2020","1","10",""
"Private Capital Group, LLC","12/31/2020","1","9",""
"US BANCORP \DE\","12/31/2020","0","1",""
"IFP Advisors, Inc","12/31/2020","0","0",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2020","0","0",""
"Erste Asset Management GmbH","12/31/2020","0","0",""
"Sofos Investments, Inc.","12/31/2020","0","0",""
