"Manager","Report Date","Value ($000)","Shares","Option Type"
"DAVENPORT & Co LLC","12/31/2021","206","1,913",""
"Wealthsimple Inc.","12/31/2021","206","1,912",""
"BUCKHEAD CAPITAL MANAGEMENT LLC","12/31/2021","205","1,907",""
"AVANTAX ADVISORY SERVICES, INC.","12/31/2021","205","1,898",""
"SMITH, MOORE & CO.","12/31/2021","204","1,890",""
"Schechter Investment Advisors, LLC","12/31/2021","202","1,874",""
"Knights of Columbus Asset Advisors LLC","12/31/2021","192","1,783",""
"BENJAMIN F. EDWARDS & COMPANY, INC.","12/31/2021","192","1,778",""
"HUNTINGTON NATIONAL BANK","12/31/2021","174","1,611",""
"WHITTIER TRUST CO","12/31/2021","165","1,532",""
"BESSEMER GROUP INC","12/31/2021","161","1,500",""
"WEBSTER BANK, N. A.","12/31/2021","151","1,400",""
"Steward Partners Investment Advisory, LLC","12/31/2021","150","1,396",""
"JJJ Advisors Inc.","12/31/2021","144","1,336",""
"Allworth Financial LP","12/31/2021","140","1,300",""
"TRUST CO OF VERMONT","12/31/2021","135","1,255",""
"JTC Employer Solutions Trustee Ltd","12/31/2021","124","1,162",""
"Sutton Wealth Advisors Inc.","12/31/2021","117","1,094",""
"Sandy Spring Bank","12/31/2021","112","1,039",""
"JNBA Financial Advisors","12/31/2021","108","1,000",""
"Graves-Light Private Wealth Management, Inc.","12/31/2021","108","1,000",""
"WASHINGTON TRUST Co","12/31/2021","108","1,000",""
"Iron Horse Wealth Management, LLC","12/31/2021","106","980",""
"CONTRAVISORY INVESTMENT MANAGEMENT, INC.","12/31/2021","104","968",""
"BLUE BELL PRIVATE WEALTH MANAGEMENT, LLC","12/31/2021","103","960",""
"Hudock, Inc.","12/31/2021","97","905",""
"Cutler Group LP","12/31/2021","2","800","call"
"Bray Capital Advisors","12/31/2021","86","800",""
"Pacifica Partners Inc.","12/31/2021","87","770",""
"Cowen Prime Advisors LLC","12/31/2021","81","753",""
"SRS Capital Advisors, Inc.","12/31/2021","80","743",""
"FIRST COMMUNITY TRUST NA","12/31/2021","76","707",""
"Tower View Investment Management & Research LLC","12/31/2021","75","700",""
"LINCLUDEN MANAGEMENT LTD","12/31/2021","71","661",""
"State of Wyoming","12/31/2021","69","642",""
"Crewe Advisors LLC","12/31/2021","66","615",""
"CULLEN/FROST BANKERS, INC.","12/31/2021","66","612",""
"NuWave Investment Management, LLC","12/31/2021","66","609",""
"Princeton Global Asset Management LLC","12/31/2021","65","600",""
"American Portfolios Advisors","12/31/2021","64","595",""
"PINEBRIDGE INVESTMENTS, L.P.","12/31/2021","75","554",""
"Spire Wealth Management","12/31/2021","58","538",""
"DUNCKER STREETT & CO INC","12/31/2021","57","526",""
"KINGS POINT CAPITAL MANAGEMENT","12/31/2021","56","518",""
"Barrett Asset Management, LLC","12/31/2021","54","500",""
"Capital Analysts, LLC","12/31/2021","47","435",""
"Operose Advisors LLC","12/31/2021","46","426",""
"Stonehage Fleming Financial Services Holdings Ltd","12/31/2021","42","393",""
"CENTRAL TRUST Co","12/31/2021","41","385",""
"Winch Advisory Services, LLC","12/31/2021","38","350",""
"Compagnie Lombard Odier SCmA","12/31/2021","37","340",""
"Zions Bancorporation, N.A.","12/31/2021","34","317",""
"EXCHANGE TRADED CONCEPTS, LLC","12/31/2021","34","312",""
"Banque Cantonale Vaudoise","12/31/2021","32","300",""
"REILLY FINANCIAL ADVISORS, LLC","12/31/2021","32","300",""
"IAG Wealth Partners, LLC","12/31/2021","31","289",""
"Johnson Midwest Financial, LLC","12/31/2021","31","286",""
"Glassman Wealth Services","12/31/2021","31","286",""
"Bedel Financial Consulting, Inc.","12/31/2021","28","260",""
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.","12/31/2021","28","256",""
"PNC Financial Services Group, Inc.","12/31/2021","26","244",""
"Financial Avengers, Inc.","12/31/2021","23","213",""
"Sargent Bickham Lagudis LLC","12/31/2021","23","211",""
"CAMBRIDGE TRUST CO","12/31/2021","22","200",""
"NEXT Financial Group, Inc","12/31/2021","19","179",""
"Stonebridge Capital Advisors LLC","12/31/2021","19","175",""
"TRUSTCORE FINANCIAL SERVICES, LLC","12/31/2021","19","172",""
"Snowden Capital Advisors LLC","12/31/2021","18","169",""
"FARMERS & MERCHANTS INVESTMENTS INC","12/31/2021","18","164",""
"McIlrath & Eck, LLC","12/31/2021","17","160",""
"Corbenic Partners LLC","12/31/2021","16","152",""
"Leelyn Smith, LLC","12/31/2021","16","150",""
"Focused Wealth Management, Inc","12/31/2021","16","150",""
"NORTHWEST INVESTMENT COUNSELORS, LLC","12/31/2021","16","150",""
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC","12/31/2021","13","126",""
"Outfitter Financial LLC","12/31/2021","13","125",""
"Tradewinds Capital Management, LLC","12/31/2021","13","125",""
"BESSEMER GROUP INC","12/31/2021","13","122",""
"Financial Management Professionals, Inc.","12/31/2021","13","122",""
"Fieldpoint Private Securities, LLC","12/31/2021","13","122",""
"GPS Wealth Strategies Group, LLC","12/31/2021","13","119",""
"ASSETMARK, INC","12/31/2021","12","115",""
"Oakworth Capital, Inc.","12/31/2021","12","109",""
"Financial Gravity Asset Management, Inc.","12/31/2021","40","108",""
"CWM, LLC","12/31/2021","11","105",""
"MASSMUTUAL TRUST CO FSB/ADV","12/31/2021","11","100",""
"MARK SHEPTOFF FINANCIAL PLANNING, LLC","12/31/2021","11","100",""
"Retirement Group, LLC","12/31/2021","10","95",""
"MBM Wealth Consultants, LLC","12/31/2021","9","87",""
"EARNEST PARTNERS LLC","12/31/2021","9","81",""
"BerganKDV Wealth Management, LLC","12/31/2021","8","75",""
"First Horizon Advisors, Inc.","12/31/2021","7","70",""
"Gradient Investments LLC","12/31/2021","7","66",""
"EXANE DERIVATIVES","12/31/2021","6","65",""
"HHM Wealth Advisors, LLC","12/31/2021","7","65",""
"EverSource Wealth Advisors, LLC","12/31/2021","6","63",""
"JFS WEALTH ADVISORS, LLC","12/31/2021","6","56",""
"Rockbridge Investment Management, LCC","12/31/2021","6","52",""
"Mascoma Wealth Management LLC","12/31/2021","5","50",""
"HM PAYSON & CO","12/31/2021","5","48",""
"Vectors Research Management, LLC","12/31/2021","5","47",""
"Financial Perspectives, Inc","12/31/2021","4","42",""
"MOTCO","12/31/2021","4","40",""
"PFG Private Wealth Management, LLC","12/31/2021","4","34",""
"Sugarloaf Wealth Management, LLC","12/31/2021","4","33",""
"Western Pacific Wealth Management, LP","12/31/2021","3","32",""
"Tarbox Family Office, Inc.","12/31/2021","3","25",""
"Bell Investment Advisors, Inc","12/31/2021","2","23",""
"Evoke Wealth, LLC","12/31/2021","2","21",""
"HC FINANCIAL ADVISORS INC","12/31/2021","2","20",""
"CoreCap Advisors, LLC","12/31/2021","1","12",""
"Carroll Financial Associates, Inc.","12/31/2021","1","12",""
"Baystate Wealth Management LLC","12/31/2021","1","11",""
"Leverty Financial Group, LLC","12/31/2021","0","4",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2021","0","0",""
