"Manager","Report Date","Value ($000)","Shares","Option Type"
"RESOLUTE FINANCIAL, LLC","12/31/2021","786","10,250",""
"PEAK6 Investments LLC","12/31/2021","774","10,100","put"
"Arabesque Asset Management Ltd","12/31/2021","773","10,087",""
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main","12/31/2021","770","10,079",""
"BURNEY CO/","12/31/2021","770","10,043",""
"BLUESTEIN R H & CO","12/31/2021","767","10,000",""
"AVANTAX ADVISORY SERVICES, INC.","12/31/2021","761","9,932",""
"Edgestream Partners, L.P.","12/31/2021","760","9,915",""
"Cetera Investment Advisers","12/31/2021","757","9,868",""
"NEVILLE RODIE & SHAW INC","12/31/2021","752","9,815",""
"ACORN FINANCIAL ADVISORY SERVICES INC /ADV","12/31/2021","748","9,750",""
"RAYMOND JAMES TRUST N.A.","12/31/2021","744","9,707",""
"Empowered Funds, LLC","12/31/2021","739","9,636",""
"CAPE COD FIVE CENTS SAVINGS BANK","12/31/2021","725","9,455",""
"FineMark National Bank & Trust","12/31/2021","718","9,370",""
"Blue Square Asset Management, LLC","12/31/2021","718","9,370",""
"Alhambra Investment Partners LLC","12/31/2021","718","9,366",""
"TI-TRUST, INC","12/31/2021","718","9,362",""
"Hemenway Trust Co LLC","12/31/2021","717","9,355",""
"Ballentine Partners, LLC","12/31/2021","716","9,352",""
"We Are One Seven, LLC","12/31/2021","712","9,290",""
"CRA Financial Services, LLC","12/31/2021","709","9,242",""
"CONDOR CAPITAL MANAGEMENT","12/31/2021","705","9,200",""
"Johanson Financial Advisors, Inc.","12/31/2021","686","8,945",""
"CULLEN/FROST BANKERS, INC.","12/31/2021","667","8,700",""
"SEVEN EIGHT CAPITAL, LP","12/31/2021","653","8,518",""
"Covenant Asset Management, LLC","12/31/2021","651","8,492",""
"Robertson Stephens Wealth Management, LLC","12/31/2021","650","8,483",""
"Old Port Advisors","12/31/2021","671","8,480",""
"TWO SIGMA SECURITIES, LLC","12/31/2021","648","8,451",""
"PREMIER ASSET MANAGEMENT LLC","12/31/2021","648","8,447",""
"TFG Advisers LLC","12/31/2021","645","8,405",""
"Proquility Private Wealth Partners, LLC","12/31/2021","705","8,319",""
"SAX WEALTH ADVISORS, LLC","12/31/2021","628","8,191",""
"Koss-Olinger Consulting, LLC","12/31/2021","624","8,136",""
"Resource Management, LLC","12/31/2021","621","8,101",""
"JOHNSON INVESTMENT COUNSEL INC","12/31/2021","621","8,093",""
"STATE STREET CORP","12/31/2021","620","8,086",""
"Clark Capital Management Group, Inc.","12/31/2021","618","8,055",""
"Sargent Bickham Lagudis LLC","12/31/2021","614","8,010",""
"Resources Investment Advisors, LLC.","12/31/2021","606","7,906",""
"Advisory Alpha, LLC","12/31/2021","604","7,883",""
"Wolff Financial Management LLC","12/31/2021","596","7,771",""
"Aries Wealth Management","12/31/2021","593","7,737",""
"Checchi Capital Advisers, LLC","12/31/2021","573","7,471",""
"TAP Consulting, LLC","12/31/2021","573","7,468",""
"Gradient Investments LLC","12/31/2021","555","7,233",""
"Wealth Management Associates, Inc.","12/31/2021","554","7,232",""
"Henry James International Management Inc.","12/31/2021","553","7,211",""
"Beacon Pointe Advisors, LLC","12/31/2021","546","7,127",""
"Mosaic Advisors LLC","12/31/2021","544","7,098",""
"Highlander Capital Management, LLC","12/31/2021","541","7,052",""
"Ranch Capital Advisors Inc.","12/31/2021","538","7,013",""
"SeaCrest Wealth Management, LLC","12/31/2021","527","6,868",""
"Stokes Family Office, LLC","12/31/2021","521","6,789",""
"BROWN ADVISORY INC","12/31/2021","515","6,722",""
"MEANS INVESTMENT CO., INC.","12/31/2021","513","6,689",""
"Apollon Wealth Management, LLC","12/31/2021","510","6,650",""
"Ashfield Capital Partners, LLC","12/31/2021","504","6,575",""
"Saturna Capital CORP","12/31/2021","498","6,500",""
"WHITTIER TRUST CO","12/31/2021","495","6,456",""
"Intercontinental Wealth Advisors, LLC","12/31/2021","482","6,283",""
"QUADRANT CAPITAL GROUP LLC","12/31/2021","481","6,272",""
"PRIVATE ASSET MANAGEMENT INC","12/31/2021","473","6,174",""
"KCM INVESTMENT ADVISORS LLC","12/31/2021","470","6,131",""
"Sabal Trust CO","12/31/2021","470","6,128",""
"LOWE BROCKENBROUGH & CO INC","12/31/2021","470","6,126",""
"Financial Architects, Inc","12/31/2021","468","6,106",""
"YHB Investment Advisors, Inc.","12/31/2021","444","5,790",""
"Altium Wealth Management LLC","12/31/2021","440","5,740",""
"GREAT VALLEY ADVISOR GROUP, INC.","12/31/2021","428","5,721",""
"180 WEALTH ADVISORS, LLC","12/31/2021","455","5,709",""
"WESTWOOD HOLDINGS GROUP INC","12/31/2021","437","5,696",""
"Capital Investment Advisors, LLC","12/31/2021","434","5,657",""
"Baird Financial Group, Inc.","12/31/2021","433","5,653",""
"BCS Wealth Management","12/31/2021","433","5,646",""
"Jacobi Capital Management LLC","12/31/2021","433","5,644",""
"McIlrath & Eck, LLC","12/31/2021","433","5,644",""
"WASHINGTON TRUST Co","12/31/2021","432","5,635",""
"Schechter Investment Advisors, LLC","12/31/2021","431","5,626",""
"Enterprise Bank & Trust Co","12/31/2021","431","5,622",""
"Rossmore Private Capital","12/31/2021","425","5,547",""
"SlateStone Wealth, LLC","12/31/2021","425","5,544",""
"Masso Torrence Wealth Management Inc.","12/31/2021","421","5,495",""
"Cypress Capital Group","12/31/2021","421","5,487",""
"Hennion & Walsh Asset Management, Inc.","12/31/2021","419","5,462",""
"HARBOUR INVESTMENTS, INC.","12/31/2021","406","5,292",""
"Bath Savings Trust Co","12/31/2021","398","5,191",""
"Brandywine Oak Private Wealth LLC","12/31/2021","394","5,139",""
"Congress Wealth Management LLC / DE /","12/31/2021","393","5,118",""
"Sather Financial Group Inc","12/31/2021","391","5,100",""
"X-Square Capital, LLC","12/31/2021","390","5,091",""
"River Wealth Advisors LLC","12/31/2021","389","5,068",""
"BANQUE PICTET & CIE SA","12/31/2021","386","5,034",""
"EVERGREEN CAPITAL MANAGEMENT LLC","12/31/2021","384","5,002",""
"HOYLECOHEN, LLC","12/31/2021","383","5,000",""
"TWO SIGMA SECURITIES, LLC","12/31/2021","383","5,000","call"
"TOCQUEVILLE ASSET MANAGEMENT L.P.","12/31/2021","380","4,957",""
"MERCER GLOBAL ADVISORS INC /ADV","12/31/2021","378","4,934",""
"WorthPointe, LLC","12/31/2021","345","4,926",""
"Hotaling Investment Management, LLC","12/31/2021","375","4,896",""
"AIGEN INVESTMENT MANAGEMENT, LP","12/31/2021","367","4,853",""
"Intrua Financial, LLC","12/31/2021","371","4,841",""
"TWO SIGMA INVESTMENTS, LP","12/31/2021","368","4,800","put"
"Sterling Financial Planning, Inc.","12/31/2021","368","4,800",""
"Parallel Advisors, LLC","12/31/2021","367","4,786",""
"Cerity Partners LLC","12/31/2021","371","4,782",""
"Geneos Wealth Management Inc.","12/31/2021","364","4,752",""
"Ashton Thomas Private Wealth, LLC","12/31/2021","361","4,709",""
"BURNS J W & CO INC/NY","12/31/2021","357","4,658",""
"OneAscent Financial Services LLC","12/31/2021","357","4,650",""
"WHITTIER TRUST CO OF NEVADA INC","12/31/2021","348","4,550",""
"DCM Advisors, LLC","12/31/2021","345","4,500",""
"Chiron Investment Management, LLC","12/31/2021","340","4,440",""
"Sheaff Brock Investment Advisors, LLC","12/31/2021","341","4,438",""
"Blue Chip Partners, Inc.","12/31/2021","340","4,428",""
"AMG National Trust Bank","12/31/2021","339","4,417",""
"West Family Investments, Inc.","12/31/2021","337","4,398",""
"Compagnie Lombard Odier SCmA","12/31/2021","335","4,356",""
"REGENTATLANTIC CAPITAL LLC","12/31/2021","333","4,349",""
"Chicago Partners Investment Group LLC","12/31/2021","361","4,331",""
"Telos Capital Management, Inc.","12/31/2021","331","4,311",""
"CHEVY CHASE TRUST HOLDINGS, INC.","12/31/2021","330","4,300",""
"CHARTER TRUST CO","12/31/2021","329","4,292",""
"Sequoia Financial Advisors, LLC","12/31/2021","328","4,284",""
"Hendershot Investments Inc.","12/31/2021","327","4,270",""
"BOSTON PRIVATE WEALTH LLC","12/31/2021","327","4,265",""
"TRANSCEND WEALTH COLLECTIVE, LLC","12/31/2021","327","4,262",""
"MACQUARIE GROUP LTD","12/31/2021","325","4,237",""
"Americana Partners, LLC","12/31/2021","323","4,219",""
"Advisory Services Network, LLC","12/31/2021","321","4,194",""
"Connectus Wealth, LLC","12/31/2021","321","4,182",""
"Calton & Associates, Inc.","12/31/2021","319","4,164",""
"Wealthcare Advisory Partners LLC","12/31/2021","318","4,150",""
"AE Wealth Management LLC","12/31/2021","317","4,139",""
"KARPAS STRATEGIES, LLC","12/31/2021","314","4,100",""
"STONNINGTON GROUP, LLC","12/31/2021","328","4,090",""
"Powers Advisory Group, LLC","12/31/2021","313","4,082",""
"JJJ Advisors Inc.","12/31/2021","313","4,081",""
"Measured Wealth Private Client Group, LLC","12/31/2021","311","4,061",""
"Haverford Trust Co","12/31/2021","310","4,043",""
"PATHSTONE FAMILY OFFICE, LLC","12/31/2021","309","4,030",""
"INVERNESS COUNSEL LLC /NY/","12/31/2021","307","4,000",""
"Verdence Capital Advisors LLC","12/31/2021","307","4,000",""
"BECK MACK & OLIVER LLC","12/31/2021","307","4,000",""
"ARROW FINANCIAL CORP","12/31/2021","305","3,974",""
"HUDSON VALLEY INVESTMENT ADVISORS INC /ADV","12/31/2021","303","3,956",""
"Sound View Wealth Advisors Group, LLC","12/31/2021","303","3,954",""
"Cooper Financial Group","12/31/2021","291","3,798",""
"Wall Street Access Asset Management, LLC","12/31/2021","290","3,789",""
"Berger Financial Group, Inc","12/31/2021","289","3,765",""
"Tudor Investment Corp Et Al","12/31/2021","288","3,753",""
"SILVERCREST ASSET MANAGEMENT GROUP LLC","12/31/2021","286","3,725",""
"Blueshift Asset Management, LLC","12/31/2021","285","3,722",""
"Marble Harbor Investment Counsel, LLC","12/31/2021","284","3,710",""
"Warther Private Wealth, LLC","12/31/2021","288","3,704",""
"JFS WEALTH ADVISORS, LLC","12/31/2021","283","3,689",""
"Arete Wealth Advisors, LLC","12/31/2021","284","3,673",""
"AFT, FORSYTH & COMPANY, INC.","12/31/2021","281","3,665",""
"Columbia Trust Co 01012016","12/31/2021","241","3,644",""
"Trust Co","12/31/2021","278","3,620",""
"People's United Financial, Inc.","12/31/2021","277","3,616",""
"HBK Sorce Advisory LLC","12/31/2021","277","3,607",""
"Crescent Grove Advisors, LLC","12/31/2021","275","3,582",""
"CAMBRIDGE TRUST CO","12/31/2021","274","3,575",""
"LEAVELL INVESTMENT MANAGEMENT, INC.","12/31/2021","272","3,552",""
"Clarius Group, LLC","12/31/2021","269","3,512",""
"Fieldpoint Private Securities, LLC","12/31/2021","269","3,503",""
"Investors Research Corp","12/31/2021","267","3,478",""
"LGT Group Foundation","12/31/2021","265","3,450",""
"Empirical Asset Management, LLC","12/31/2021","259","3,372",""
"COMMERCE BANK","12/31/2021","258","3,363",""
"Change Path, LLC","12/31/2021","258","3,360",""
"GUGGENHEIM CAPITAL LLC","12/31/2021","256","3,335",""
"GDS Wealth Management","12/31/2021","255","3,322",""
"Freedom Day Solutions, LLC","12/31/2021","254","3,317",""
"Successful Portfolios LLC","12/31/2021","254","3,312",""
"Clearstead Advisors, LLC","12/31/2021","251","3,268",""
"WEALTH EFFECTS LLC","12/31/2021","250","3,258",""
"COMMONS CAPITAL, LLC","12/31/2021","250","3,256",""
"WEDBUSH SECURITIES INC","12/31/2021","247","3,215",""
"Pinnacle Wealth Planning Services, Inc.","12/31/2021","246","3,207",""
"DAVENPORT & Co LLC","12/31/2021","245","3,198",""
"Western Wealth Management, LLC","12/31/2021","242","3,168",""
"PERSONAL CAPITAL ADVISORS CORP","12/31/2021","243","3,167",""
"Corient Capital Partners, LLC","12/31/2021","240","3,123",""
"NATIONS FINANCIAL GROUP INC, /IA/ /ADV","12/31/2021","237","3,097",""
"Levy Wealth Management Group, LLC","12/31/2021","237","3,092",""
"MQS Management LLC","12/31/2021","235","3,063",""
"Metis Global Partners, LLC","12/31/2021","235","3,061",""
"WoodTrust Financial Corp","12/31/2021","234","3,050",""
"Northwest Capital Management Inc","12/31/2021","253","3,050",""
"Frontier Wealth Management LLC","12/31/2021","233","3,040",""
"STEPHENS INC /AR/","12/31/2021","231","3,012",""
"BetterWealth, LLC","12/31/2021","230","3,000",""
"Raab & Moskowitz Asset Management LLC","12/31/2021","228","2,979",""
"INVESTMENT PARTNERS, LTD.","12/31/2021","227","2,960",""
"Patriot Financial Group Insurance Agency, LLC","12/31/2021","226","2,949",""
"CREDIT AGRICOLE S A","12/31/2021","225","2,939",""
"ROCKLAND TRUST CO","12/31/2021","223","2,910",""
"MIROVA","12/31/2021","222","2,894",""
"ONTARIO TEACHERS PENSION PLAN BOARD","12/31/2021","219","2,858",""
"Lokken Investment Group LLC","12/31/2021","218","2,842",""
"FINANCIAL COUNSELORS INC","12/31/2021","216","2,821",""
"Five Oceans Advisors","12/31/2021","215","2,802",""
"Pallas Capital Advisors LLC","12/31/2021","220","2,763",""
"COLONY GROUP LLC","12/31/2021","211","2,750",""
"HALL CAPITAL MANAGEMENT CO INC","12/31/2021","211","2,748",""
"Firestone Capital Management","12/31/2021","210","2,740",""
"Williams Financial, LLC","12/31/2021","209","2,731",""
"Paragon Private Wealth Management, LLC","12/31/2021","209","2,730",""
"Avidian Wealth Solutions, LLC","12/31/2021","208","2,714",""
"Prudent Man Advisors, LLC","12/31/2021","208","2,714",""
"Shulman DeMeo Asset Management LLC","12/31/2021","208","2,707",""
"Paloma Partners Management Co","12/31/2021","207","2,700",""
"Cresset Asset Management, LLC","12/31/2021","206","2,690",""
"Busey Wealth Management","12/31/2021","205","2,679",""
"Old North State Wealth Management, LLC","12/31/2021","204","2,662",""
"CWM, LLC","12/31/2021","200","2,607",""
"Lindbrook Capital, LLC","12/31/2021","199","2,591",""
"Bradley & Co. Private Wealth Management, LLC","12/31/2021","196","2,555",""
"MUFG Americas Holdings Corp","12/31/2021","195","2,541",""
"SG Americas Securities, LLC","12/31/2021","194","2,524",""
"BROWN BROTHERS HARRIMAN & CO","12/31/2021","190","2,480",""
"First National Bank of South Miami","12/31/2021","177","2,303",""
"Byrne Asset Management LLC","12/31/2021","176","2,291",""
"CENTAURUS FINANCIAL, INC.","12/31/2021","174","2,273",""
"American Portfolios Advisors","12/31/2021","171","2,240",""
"Ellis Investment Partners, LLC","12/31/2021","170","2,219",""
"CLEAR STREET MARKETS LLC","12/31/2021","169","2,200","call"
"Pinnacle Bancorp, Inc.","12/31/2021","168","2,190",""
"Core Alternative Capital","12/31/2021","158","2,066",""
"BDO Wealth Advisors, LLC","12/31/2021","156","2,032",""
"Graves-Light Private Wealth Management, Inc.","12/31/2021","153","2,000",""
"Belpointe Asset Management LLC","12/31/2021","145","1,905",""
"Rosenberg Matthew Hamilton","12/31/2021","144","1,883",""
"Blueprint Investment Partners LLC","12/31/2021","142","1,858",""
"BENJAMIN F. EDWARDS & COMPANY, INC.","12/31/2021","138","1,803",""
"Addison Advisors LLC","12/31/2021","137","1,785",""
"Baird Financial Group, Inc.","12/31/2021","134","1,750",""
"Norway Savings Bank","12/31/2021","133","1,729",""
"Charter Oak Capital Management, LLC","12/31/2021","124","1,622",""
"Baystate Wealth Management LLC","12/31/2021","124","1,613",""
"BLUE BELL PRIVATE WEALTH MANAGEMENT, LLC","12/31/2021","123","1,598",""
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.","12/31/2021","117","1,528",""
"Piscataqua Savings Bank","12/31/2021","116","1,518",""
"FIRST FINANCIAL CORP /IN/","12/31/2021","103","1,345",""
"HUNTINGTON NATIONAL BANK","12/31/2021","99","1,291",""
"Global Retirement Partners, LLC","12/31/2021","99","1,285",""
"Fortitude Advisory Group L.L.C.","12/31/2021","97","1,268",""
"Surevest, LLC","12/31/2021","96","1,252",""
"SouthState Corp","12/31/2021","96","1,251",""
"Financial Perspectives, Inc","12/31/2021","94","1,238",""
"TFC Financial Management","12/31/2021","95","1,235",""
"HARBOR INVESTMENT ADVISORY, LLC","12/31/2021","92","1,197",""
"IFP Advisors, Inc","12/31/2021","91","1,184",""
"Private Capital Group, LLC","12/31/2021","90","1,178",""
"FSB PREMIER WEALTH MANAGEMENT, INC.","12/31/2021","90","1,178",""
"Glassman Wealth Services","12/31/2021","87","1,130",""
"Allworth Financial LP","12/31/2021","86","1,122",""
"Mascoma Wealth Management LLC","12/31/2021","84","1,094",""
"SRS Capital Advisors, Inc.","12/31/2021","84","1,091",""
"BESSEMER GROUP INC","12/31/2021","79","1,030",""
"Ancora Advisors, LLC","12/31/2021","77","1,000",""
"SITTNER & NELSON, LLC","12/31/2021","77","1,000",""
"PNC Financial Services Group, Inc.","12/31/2021","76","990",""
"FIRST MANHATTAN CO","12/31/2021","72","952",""
"CenterStar Asset Management, LLC","12/31/2021","68","896",""
"Lenox Wealth Advisors, LLC","12/31/2021","69","895",""
"Tower Research Capital LLC (TRC)","12/31/2021","68","892",""
"FourThought Financial, LLC","12/31/2021","68","881",""
"Newbridge Financial Services Group, Inc.","12/31/2021","67","877",""
"EXCHANGE TRADED CONCEPTS, LLC","12/31/2021","67","876",""
"TimeScale Financial, Inc.","12/31/2021","67","873",""
"FIFTH THIRD BANCORP","12/31/2021","66","862",""
"NEXT Financial Group, Inc","12/31/2021","62","809",""
"Citizens National Bank Trust Department","12/31/2021","61","800",""
"SIGNET FINANCIAL MANAGEMENT, LLC","12/31/2021","59","775",""
"LORING WOLCOTT & COOLIDGE FIDUCIARY ADVISORS LLP/MA","12/31/2021","55","718",""
"Carroll Financial Associates, Inc.","12/31/2021","54","714",""
"North Star Investment Management Corp.","12/31/2021","53","698",""
"Investment Research & Advisory Group, Inc.","12/31/2021","51","667",""
"BROWN, LISLE/CUMMINGS, INC.","12/31/2021","49","650",""
"Snowden Capital Advisors LLC","12/31/2021","46","607",""
"OGOREK ANTHONY JOSEPH /NY/ /ADV","12/31/2021","46","600",""
"Mystic Asset Management, Inc.","12/31/2021","46","600",""
"Bedel Financial Consulting, Inc.","12/31/2021","46","600",""
"Capital Analysts, LLC","12/31/2021","44","568",""
"Bank Julius Baer & Co. Ltd, Zurich","12/31/2021","41","528",""
"FinTrust Capital Advisors, LLC","12/31/2021","40","526",""
"Banque Cantonale Vaudoise","12/31/2021","38","500",""
"LOGAN CAPITAL MANAGEMENT INC","12/31/2021","38","496",""
"CAROLINAS WEALTH CONSULTING LLC","12/31/2021","37","480",""
"Clean Yield Group","12/31/2021","36","467",""
"Destiny Wealth Partners, LLC","12/31/2021","35","454",""
"BENJAMIN EDWARDS INC","12/31/2021","32","414",""
"Covington Capital Management","12/31/2021","31","400",""
"Vigilant Capital Management, LLC","12/31/2021","31","400",""
"Sugarloaf Wealth Management, LLC","12/31/2021","30","394",""
"Smithfield Trust Co","12/31/2021","29","376",""
"Column Capital Advisors, LLC","12/31/2021","29","372",""
"Truehand, Inc","12/31/2021","28","366",""
"MARK SHEPTOFF FINANCIAL PLANNING, LLC","12/31/2021","28","362",""
"AdvisorNet Financial, Inc","12/31/2021","27","358",""
"EverSource Wealth Advisors, LLC","12/31/2021","27","353",""
"ADIRONDACK TRUST CO","12/31/2021","27","351",""
"Sound Income Strategies, LLC","12/31/2021","26","343",""
"CoreCap Advisors, LLC","12/31/2021","25","330",""
"Zions Bancorporation, N.A.","12/31/2021","25","328",""
"First Horizon Advisors, Inc.","12/31/2021","24","315",""
"Sandy Cove Advisors, LLC","12/31/2021","23","304",""
"Beaird Harris Wealth Management, LLC","12/31/2021","23","300",""
"Sandy Spring Bank","12/31/2021","23","300",""
"Cascade Investment Advisors, Inc.","12/31/2021","23","300",""
"DIVIDEND ASSETS CAPITAL, LLC","12/31/2021","19","250",""
"Oakworth Capital, Inc.","12/31/2021","19","250",""
"ASSETMARK, INC","12/31/2021","19","250",""
"TSFG, LLC","12/31/2021","19","249",""
"TD AMERITRADE INVESTMENT MANAGEMENT, LLC","12/31/2021","19","247",""
"Riggs Asset Managment Co. Inc.","12/31/2021","19","245",""
"Prestige Wealth Management Group LLC","12/31/2021","19","244",""
"MASSMUTUAL TRUST CO FSB/ADV","12/31/2021","19","242",""
"EARNEST PARTNERS LLC","12/31/2021","19","241",""
"Financial Management Professionals, Inc.","12/31/2021","17","224",""
"Tradition Wealth Management, LLC","12/31/2021","17","221",""
"Laurel Wealth Planning LLC","12/31/2021","17","217",""
"BELLEVUE ASSET MANAGEMENT, LLC","12/31/2021","15","200",""
"Retirement Planning Co of New England, Inc.","12/31/2021","15","200",""
"Elmwood Wealth Management, Inc.","12/31/2021","15","200",""
"Tyler-Stone Wealth Management","12/31/2021","15","192",""
"Antonetti Capital Management LLC","12/31/2021","13","175",""
"Truvestments Capital LLC","12/31/2021","13","175",""
"Morton Brown Family Wealth, LLC","12/31/2021","13","174",""
"NISA INVESTMENT ADVISORS, LLC","12/31/2021","13","162",""
"Accel Wealth Management","12/31/2021","12","161",""
"Farmers & Merchants Trust Co of Chambersburg PA","12/31/2021","12","160",""
"Kozak & Associates, Inc.","12/31/2021","12","160",""
"Stonehage Fleming Financial Services Holdings Ltd","12/31/2021","12","157",""
"Financial Gravity Asset Management, Inc.","12/31/2021","41","154",""
"City State Bank","12/31/2021","12","153",""
"Bray Capital Advisors","12/31/2021","12","150",""
"Bogart Wealth, LLC","12/31/2021","12","150",""
"Retirement Group, LLC","12/31/2021","11","140",""
"Rise Advisors, LLC","12/31/2021","10","132",""
"WEST BANCORPORATION INC","12/31/2021","9","121",""
"Dixon Hughes Goodman Wealth Advisors LLC","12/31/2021","9","115",""
"Legacy Bridge, LLC","12/31/2021","8","110",""
"ATLAS CAPITAL ADVISORS LLC","12/31/2021","7","100",""
"Delos Wealth Advisors, LLC","12/31/2021","7","92",""
"Stonebridge Capital Advisors LLC","12/31/2021","7","91",""
"Pflug Koory, LLC","12/31/2021","7","90",""
"Tradewinds Capital Management, LLC","12/31/2021","7","88",""
"Bell Investment Advisors, Inc","12/31/2021","7","86",""
"Asset Dedication, LLC","12/31/2021","7","85",""
"Aspire Private Capital, LLC","12/31/2021","6","84",""
"WOLFF WIESE MAGANA LLC","12/31/2021","6","75",""
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC","12/31/2021","5","70",""
"Copeland Capital Management, LLC","12/31/2021","5","61",""
"First PREMIER Bank","12/31/2021","5","60",""
"Quent Capital, LLC","12/31/2021","4","58",""
"Gemmer Asset Management LLC","12/31/2021","4","56",""
"Hoese & Co LLP","12/31/2021","4","53",""
"Key Financial Inc","12/31/2021","4","50",""
"RGT Wealth Advisors, LLC","12/31/2021","3","42",""
"COUNTRY TRUST BANK","12/31/2021","3","38",""
"PFG Private Wealth Management, LLC","12/31/2021","3","37",""
"FEDERATED HERMES, INC.","12/31/2021","3","34",""
"Hudock, Inc.","12/31/2021","2","28",""
"MEEDER ASSET MANAGEMENT INC","12/31/2021","2","27",""
"SJS Investment Consulting Inc.","12/31/2021","1","16",""
"Freedman Financial Associates, Inc.","12/31/2021","1","13",""
"Carroll Investors, Inc","12/31/2021","0","10",""
"CLEAR INVESTMENT RESEARCH, LLC","12/31/2021","1","10",""
"Carolina Wealth Advisors, LLC","12/31/2021","1","10",""
"JNBA Financial Advisors","12/31/2021","1","9",""
"PYA Waltman Capital, LLC","12/31/2021","0","6",""
"AUA CAPITAL MANAGEMENT, LLC","12/31/2021","0","4",""
"Johnson Financial Group, Inc.","12/31/2021","0","2",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2021","0","0",""
"AMF Tjanstepension AB","12/31/2021","429","0",""
